,엘지트윈타워,엘지,요구,불매,운동,돌입,노동자들,승계,건물,청소,시작,노동자,청소노동자들,해결,고용,고용승계,공대위,입장,위원회,파업,하청,제품,여의도,압력,엘지그룹,지수아이앤씨,하청업체,에스엔아이코퍼레이션,집단,업체,4일,선언,시민,소속,계약,계열사,공동,관리,노동,노숙,농성,대책,로비,마무리,보장,불가능,사태,사회,사회단체,상태,서울,해고
2021-01-04,4,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
