,기관,매수,외국인,연속,종목,7,LG하우시스,개인,364주,동향,주체,순매도,상승,비중,매매동향,매매,31.6%,기준,기간,그래프,거래비중,964주,5%,5,40.9%,4.6,4.0,한경로보뉴스
2020-03-20,5,5,3,3,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
