,스마트폰,엘지전자,모바일,사업,혁신,시장,모델,철수,엘지,아이폰,성공,삼성전자,초콜릿폰,롤러블폰,출시,제품,정도,전략,경쟁,대응,치열,기본성능,상황,기록,찬사,모듈,글로벌,사실,장면,미국,사례,적응,적자,브랜드,칩셋,분기,과거,폼팩터,애플,결국,결정,완전,스크린,프라다폰,수요,연속,흐름,커버,온라인,옴니아폰,옵티머스,전기차,적극,완성,오포,요구,운영,이메일,자사,자형,원대,자원,전장,윈도,유진투자증권,자동차,인상,의사결정,이달,인공지능,인공,이용자,이래,이승우,1,지속조달,전화,전환,크리스텐슨,클레이튼,탑재,통화,특징,틈새시장,판단,판매,피처폰,핵심,핵심적,혁신기업,혁신적,현상,현실,형태,호평,화면,화웨이,회장,휴대,퀄컴,콘트롤러,카메라,진행,주력사업,주목,중국,중심,중요,중추,지능,영화,직원,집중,치중,차례,차원,채택,천연가죽,체제,초반,최고,추가,측면,예고,실기,열풍,뉴초콜릿폰,교훈,구광모,그룹,그즈음,극소수,기기,노키아,논란,누적,다양화,교수,담보,대가,대비,더블,돌파구,딜레마,로봇,롤리팝2,리서치,교환,고수,연속적자,G5,1조,2008년,20일,21일,2배,5년,AP,CES,G4,HTC,경쟁사,LG,MC,V50,가죽,감수,강조,갤럭시,검토,경영진,리서치센터장,마케팅,모델들,시대,샤오미,세상,센터장,소비자,소비자가전박람회,소재,손실액,스위블,스위블폰,시작,모바일사업본부,10월,실적,애플간,약점,업체,에이치티시,엑시노스,역할,연상,생존,삼성,산업,사용,모토롤라,무대,미래,박자,발열,배경,배터리,변곡점,변화,보조화면,본부,부진,부품,분야,분투,블랙베리,비교,비보,사물인터넷,흑자
2021-01-21,15,10,7,7,5,4,4,4,4,4,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
