,키워드,빈도
1067,삼성전자,236
1054,삼성,138
554,공장,116
815,마스크,95
1092,생산,90
1207,스마트폰,73
1244,시장,72
1968,코로나19,62
1408,외국인,51
948,베트남,49
838,매수,46
885,미국,41
412,가동,41
1785,중단,40
1335,업체,40
2144,해외,40
1752,주가,39
1763,주식,38
1838,직원,36
1539,인도,35
1782,중국,34
998,브라질,34
876,무선,33
904,반도체,33
1309,애플,33
1826,지원,33
1691,정부,31
1402,올림픽,31
1967,코로나,29
1508,이날,29
637,기업,29
1526,이어폰,28
387,TV,28
1569,입국,28
1643,전망,28
1096,생산량,28
1712,제조,27
2208,확보,27
1638,전력,26
2014,통합,26
2199,화웨이,26
608,글로벌,25
2175,현지,25
1926,출하량,23
2209,확산,23
1332,업계,23
2123,한국,22
406,가격,21
562,관리,21
1856,차질,21
533,공간,21
737,대표,21
1184,수요,20
1035,사업장,20
1467,유럽,20
615,금형,20
877,무선이어폰,19
2019,투자,19
349,LG,19
1922,출시,19
2165,현대차,18
421,가전,18
1037,사용,18
1028,사업,18
1454,위기,18
1139,세계,18
2048,판매,18
1897,최대,18
626,기관,17
2215,확진자,17
1717,제조사,17
1077,상승,17
625,기간,16
1923,출장,16
559,관계자,16
1189,수입,16
1200,순매도,16
2232,회사,16
865,모바일,16
943,법인,16
1597,잡스,16
444,감염증,16
1746,종목,16
726,대비,16
455,개선,16
784,디스플레이,16
122,23일,15
2018,투입,15
1928,충전,15
1998,탑재,15
934,배터리,15
2022,투자자,15
1824,지역,15
467,갤럭시,15
632,기부,15
535,공급,15
1032,사업부,14
409,가능,14
1814,지난달,14
2108,하루,14
459,개인,14
124,24일,14
518,계열사,14
1091,생각,14
1973,코스피,14
366,OLED,14
1392,예정,14
1130,설비,14
451,개미,13
1045,사태,13
452,개미들,13
883,물량,13
2221,활용,13
435,감소,13
1084,상태,13
555,공정,13
1129,설명,12
1359,연간,12
821,마케팅,12
1710,제작,12
576,구미,12
612,금융,12
675,노이다,12
758,도쿄,12
1255,신규,12
1787,중소기업,12
2214,확진,12
1969,코로나바이러스,12
2052,판정,12
1260,신종,12
8,03월,12
352,LG전자,12
2037,파견,11
807,마나우스,11
1774,준법,11
360,MUA01,11
1648,전문가,11
664,내부,11
599,규모,11
1442,원어치,11
1440,원료,11
520,계획,11
1702,제공,11
1908,추가,11
1674,절반,11
1686,정도,10
1353,여파,10
1243,시작,10
460,개인들,10
2206,확대,10
610,금액,10
1228,슬로바키아,10
1146,센터,10
1269,실적,10
1982,크기,10
2066,폐쇄,10
855,메모리,10
1149,셀트리온,10
1724,제품,10
897,바이러스,10
489,격리,10
1510,이달,10
523,고객사,10
1964,케인,10
1636,전략,10
1155,소비,10
1798,증가,10
378,SK하이닉스,10
1058,삼성디스플레이,10
1554,일본,9
1431,운영,9
1992,타격,9
1566,임직원,9
1575,자동차,9
1801,증권,9
362,MUB01,9
843,매장,9
1389,예상,9
1582,자체,9
1137,성장,9
1111,서버,9
630,기록,9
1639,전력관리칩,9
1601,장비,9
482,거점,9
495,결정,9
2241,효율,9
517,계약,9
410,가능성,9
163,31일,9
1085,상파울루,9
1090,상황,9
645,기회,9
1739,조치,9
1061,삼성바이오,9
345,KODEX,8
670,네트워크,8
1911,추세,8
1812,증시,8
2071,포함,8
1320,얘기,8
514,경험,8
1384,영향,8
1839,직원들,8
1731,조사,8
978,부족,8
1672,전환,8
1011,비중,8
1157,소비자,8
1664,전자,8
1081,상위,8
967,본격적,7
926,방역,7
1531,이익,7
558,과거,7
1291,아이폰,7
474,거래,7
1843,진출,7
1902,최악,7
1692,정상,7
499,경기,7
2203,화진산업,7
1878,첸나이,7
511,경제,7
545,공매도,7
1366,연기,7
2089,프리미엄,7
1930,충전케이스,7
2106,하락,7
1127,설계,7
1663,전일,7
1059,삼성물산,7
1678,점유,7
1810,증대,7
1457,위원,7
768,동시,7
2119,하향,7
202,4만,7
1372,연속,6
1905,최적화,6
1449,웨딩,6
1108,생활수칙,6
1462,유가,6
1109,샤오미,6
157,30%,6
35,10개,6
1652,전세기,6
938,버즈,6
963,보유,6
515,계기,6
1176,송경화,6
1529,이용,6
1206,스마트,6
980,부진,6
21,10%,6
150,2주,6
1005,비상,6
1631,전기차,6
1953,캐나다,6
1055,삼성SDI,6
322,ETN,6
320,E&W,6
428,가치주,6
477,거래일,6
423,가전제품,6
1380,영업,6
1620,재택근무,6
1420,요청,6
503,경북,6
415,가량,6
504,경영,6
507,경쟁,6
1439,원대,6
476,거래소,6
557,공항,6
2143,해소,6
1890,총액,6
1231,시가,6
641,기준,6
924,방식,6
1855,차지,6
1567,임직원들,6
708,당장,6
1844,진행,6
710,대구,6
1223,스포츠,6
796,레버리지,6
2230,회복,6
1247,시점,6
644,기판,6
207,4조,6
37,10만,6
797,레스텍,6
2105,하드웨어,6
1899,최소,6
1804,증권사,6
929,방침,6
606,극복,6
1589,작업,6
834,매매,6
1966,코로,5
1629,전국재,5
1410,외국인들,5
438,감시,5
757,도착,5
1819,지사,5
1404,완성,5
765,동거인,5
1064,삼성생명,5
584,구호협회,5
1784,중남미,5
1978,콜롬비아,5
791,라인,5
1461,위치,5
1789,중소기업중앙회,5
1580,자신,5
389,TWS,5
1106,생활,5
1990,키움증권,5
1132,설치,5
790,라이징,5
1270,실제,5
1078,상승률,5
786,디지타임스,5
1634,전달,5
1257,신동호,5
1633,전년,5
1144,세팅,5
871,목표주가,5
453,개별,5
1952,캄피나스,5
880,무선충전수신칩,5
1963,케이스,5
1931,충전효율,5
1533,이탈리아,5
1334,업종,5
617,급등,5
1173,손실,5
1344,엔지니어,5
549,공식,5
1720,제조업체,5
819,마이크로컨트롤러,5
607,근처,5
1340,에버그린,5
603,그룹,5
563,관리칩,5
933,배치,5
585,국가,5
628,기기,5
1323,어려움,5
636,기아차,5
492,결국,5
1687,정밀금형,5
1160,소속,5
1833,지침,5
1760,주문,5
1757,주력,5
720,대로,5
1312,액세서리,5
1506,의혹,5
1592,잔량,5
920,발주,5
1938,측정칩,5
642,기증,5
638,기업들,5
981,부품,5
826,만큼,5
730,대응,5
1459,위원회,5
2157,허용,5
2168,현상,5
2068,포스코,5
256,6조,5
129,25일,5
2219,활동,5
2173,현장,5
348,LCD,5
141,29일,5
2093,플러스,5
249,6만,5
23,10.47%,5
1892,최고,4
1170,소형,4
601,그동안,4
1623,저자,4
1624,저장,4
1630,전기,4
2081,푸네,4
616,급감,4
1885,총괄,4
1180,수량,4
633,기사,4
97,1위,4
1140,세계적,4
99,1주일,4
2074,폭락장,4
1188,수익,4
583,구축,4
2049,판매량,4
1328,언급,4
2225,회계,4
1540,인력,4
1307,애널리스트,4
1945,칩들,4
313,C-Biz봇,4
1943,침체,4
1940,치열,4
1275,심리,4
1268,실시간,4
1935,취지,4
1646,전무,4
1259,신제품,4
2054,패널,4
1584,자택,4
1588,작성,4
72,14거래일,4
2200,화장실,4
1196,수혜,4
1191,수준,4
1904,최적,4
2196,홍콩,4
646,긴급,4
1654,전수,4
651,김태한,4
801,로봇,4
985,북부,4
775,동향,4
984,북미,4
979,부직포,4
1707,제시,4
1809,증권플러스,4
789,라이벌,4
2152,행사,4
961,보도,4
804,리서치,4
1113,서비스,4
816,마음,4
1726,제한,4
935,배터리충전칩,4
1735,조정,4
922,방법,4
1790,중소벤처기업부,4
175,3억,4
840,매수세,4
178,3일,4
986,분기,4
1820,지속,4
1823,지시,4
2162,현대자동차,4
657,나무,4
1337,업황,4
665,내수,4
1866,창업주,4
696,단기간,4
702,단축,4
1046,사퇴,4
714,대기,4
1042,사장,4
723,대목,4
2167,현대차증권,4
1677,점검,4
1460,위축,4
1033,사업자,4
1026,사실,4
230,5일,4
1021,사례,4
1829,지적,4
749,데이터,4
1329,언택트,4
90,19일,4
2010,텔레비전,4
1479,유지,4
2023,투자자들,4
1354,여행,4
374,SA,4
1519,이병철,4
354,LSI,4
1525,이야기,4
1971,코스닥,4
365,NH투자증권,4
386,TF,4
1481,유통,4
448,강조,4
370,PMIC,4
1403,올인원,4
2028,특별,4
439,감시위,4
1364,연금,4
1399,온라인,3
1065,삼성에피스,3
1051,산업부,3
1668,전쟁,3
1396,오포,3
1076,상쇄,3
1049,산업,3
703,달가량,3
711,대구광역시,3
1048,사회,3
408,가공센터,3
407,가공,3
716,대다수,3
717,대대적,3
1043,사정,3
719,대량,3
355,MB,3
1040,사이,3
1676,절차,3
356,MB필터,3
2103,필터,3
2176,현지시각,3
1336,업체들,3
1665,전자업,3
1080,상승폭,3
2082,풀이,3
1626,저점,3
618,급락,3
1370,연락,3
94,1분기,3
629,기대감,3
95,1억,3
2238,효과,3
1376,연임,3
25,10.52%,3
2189,호치민,3
1642,전류,3
1507,이견,3
1125,선포,3
1121,선임,3
1382,영업이익,3
1117,서울,3
109,20%,3
1107,생활가전,3
1658,전역,3
1872,체결,3
662,납품,3
1099,생산성,3
674,노력,3
1662,전월,3
117,20일,3
357,MCU,3
2178,협력사,3
2177,협력,3
727,대상,3
1017,사기,3
1406,완제품,3
367,OS,3
2149,핵심,3
1725,제프리,3
209,5%,3
1728,조기,3
939,번돈,3
2122,한경로보뉴스,3
827,말레이시아,3
171,3만,3
1792,중심,3
1451,웨어러블,3
1464,유기발광다이오드,3
201,4년,3
921,방문,3
919,발생,3
806,마감,3
1738,조직적,3
1463,유가증권시장,3
369,PC,3
1742,존버,3
1786,중소,3
1780,준비,3
903,반대,3
895,바닥,3
1776,준법감시위,3
860,며칠,3
1756,주도,3
1759,주목,3
868,모습,3
1800,증거인멸,3
958,병목,3
1679,점유율,3
2159,혁신,3
1684,접촉,3
1415,외환,3
745,대형주,3
1418,요구,3
753,도시,3
1822,지수,3
226,5개,3
1821,지속적,3
1422,용품,3
761,독일,3
1008,비용,3
225,5G,3
147,2월,3
2002,태블릿,3
214,50%,3
982,부회장,3
1476,유일,3
1811,증설,3
219,53t,3
976,부인,3
1435,움직임,3
1708,제안,3
1709,제외,3
970,본전,3
2114,하이엔드,3
792,락스,3
1711,제재,3
2153,행위,3
1625,저장공간,3
870,목소리,3
1236,시대,3
84,17일,3
1914,추정,3
1960,컴퓨터,3
2234,회의,3
1225,스폰서십,3
1916,추진,3
314,CE,3
1190,수정,3
337,IHS마킷,3
581,구입,3
1304,안팎,3
338,IM,3
2213,확정,3
315,CEO,3
1306,애국개미,3
464,개조,3
275,7일,3
486,검토,3
59,1303억,3
1520,이사,3
1518,이벤트,3
1284,아시아나항공,3
325,GMS,3
564,관심,3
1201,순위,3
449,강화,3
2216,환경,3
1281,아마조나스주,3
457,개설,3
570,광주,3
1218,스티브,3
572,교체,3
1521,이사회,3
1559,일주일,3
2063,평균,3
575,구매,3
287,8K,3
2043,파트너,3
1917,추천,3
2236,회장,3
1237,시리즈,3
1232,시가총액,3
604,그해,3
1893,최고가,3
1169,소프트웨어,3
2204,화질,3
2059,팬데믹,3
600,그간,3
466,개최,3
2058,패턴,3
1616,재선임,3
331,IBM,3
1360,연결,3
1920,출간,3
542,공략,3
1528,이외,3
1542,인물,3
591,권고,3
333,ICT,3
272,7만,3
589,국외,3
1581,자제,3
1951,칼날,3
10,064.85,2
2211,확인서,2
968,본격화,2
1238,시민,2
1572,입장객,2
1570,입국자,2
1006,비상사태,2
1524,이앤더블유,2
1347,엘시디,2
1441,원선,2
146,2억,2
974,부상,2
1242,시설,2
57,13.4%,2
154,3.4%,2
2248,휴대전화,2
1477,유입,2
1253,신경,2
1251,식사,2
990,분할,2
991,불가능,2
1248,시총,2
999,브랜드,2
30,100만,2
1474,유선,2
1256,신다은,2
1003,비밀리,2
2160,현대,2
65,13일,2
1715,제조라인,2
1165,소요,2
2151,행렬,2
33,1083조,2
1310,액면,2
1743,존재,2
1744,종가,2
910,반응,2
1745,종료,2
2140,해결,2
1538,인근,2
1534,이해,2
901,박리다매,2
899,바탕,2
180,4.01%,2
36,10년,2
1445,원자재,2
1754,주기,2
892,미지수,2
43,11년,2
889,미래,2
1532,이재용,2
185,40%,2
2134,한시적,2
879,무선충전,2
1765,주식투자,2
1333,업무,2
1767,주요국,2
916,발명,2
48,12.6%,2
176,3월,2
1308,애널리틱스,2
1565,임재우,2
1718,제조사들,2
956,별도,2
1280,아마조나스,2
955,변화,2
1721,제조업체들,2
1722,제조전문가,2
1283,아시아,2
164,32.4,2
1563,임원,2
1690,정보통신기술,2
1447,월드와이드,2
2148,해임,2
1730,조달청,2
1292,악재,2
167,38%,2
1732,조사업체,2
7,006원,2
930,방향미디어,2
1293,악화,2
1295,안내,2
928,방지,2
1548,인하,2
946,베스트바이,2
1023,사무소,2
1688,정보,2
1194,수출국,2
1181,수사,2
1611,재계,2
1649,전문가들,2
1610,재개,2
1505,의장,2
111,2009년,2
112,200여명,2
1503,의심,2
1388,예방,2
1100,생산시설,2
1390,예외,2
1393,예측,2
1098,생산설비,2
1660,전용,2
1094,생산능력,2
1093,생산공장,2
2229,회로,2
2180,협의,2
2179,협업,2
1089,상향,2
1087,상파울루주,2
1500,의사,2
1357,역할,2
1193,수출,2
119,21일,2
1381,영업시간,2
1128,설립,2
2186,호소,2
2191,혼다,2
1515,이래,2
88,18일,2
1514,이듬해,2
1158,소비자가전,2
1513,이동통신,2
1617,재임,2
1361,연관,2
189,42,2
1152,소독,2
2192,혼자,2
1150,소개,2
27,1000억,2
1177,수급,2
1147,센터장,2
93,1년,2
86,180여명,2
1632,전남,2
1174,손절,2
1509,이노텍,2
96,1월,2
1375,연일,2
2195,홍보,2
100,2,2
101,2.09%,2
120,22일,2
1195,수칙,2
144,2배,2
1198,숙소,2
76,15%,2
1039,사용시간,2
1224,스폰서,2
1226,스플레이,2
2245,후원사,2
2166,현대차그룹,2
74,14조,2
1493,음성,2
1680,점진,2
15,1.19%,2
1683,접근,2
14,1.18,2
1024,사상,2
1162,소식,2
1355,역대,2
1414,외출,2
1020,사람,2
1019,사내이사,2
1018,사내,2
1233,시각,2
1685,정기,2
