,키워드,빈도
111,기관,25
163,외국인,23
139,상승,20
11,04월,15
132,매수,15
197,차트,13
188,주가,13
150,순매도,12
187,종목,12
170,이평선,12
97,개인,9
107,그래프,9
180,전환,9
191,중기,9
79,CJ4우,9
137,비중,8
179,전일,8
113,기준,8
110,기간,8
78,CJ,7
214,흐름,7
160,역배열,6
161,연속,6
209,한경로보뉴스,6
104,구간,6
181,정배열,6
116,단기,6
99,거래,6
128,매매,5
130,매매동향,5
125,동향,5
123,돌파,5
190,주체,5
81,CJ제일제당,5
86,PBR,5
54,5%,5
131,매물,4
2,0.59%,4
121,대비,4
135,발동,4
88,VI,4
29,2,4
100,거래비중,4
133,모습,3
141,상승흐름,3
149,순매,3
129,매매내역,3
118,단기적,3
126,로봇,3
77,C-Biz봇,3
120,대량,3
119,단위,3
117,단기간,3
115,날짜주가등락률,3
114,나무,3
112,기사,3
102,골든크로스,3
82,CJ프레시웨이,3
156,실시간,3
98,개인들,3
40,24일,3
159,업종,3
43,3,3
192,증권플러스,3
36,22일,3
199,추세상,3
175,작성,3
174,자체,3
34,21일,3
201,축소,3
32,20일,3
28,1주일,3
207,하락,3
39,23일,3
202,투자,2
204,특이사항,2
15,10%,2
206,평균,2
17,11.02%,2
211,형성,2
212,확대,2
158,애널리스트,2
122,도매업종,2
12,1,2
154,식품,2
162,영향,2
148,수준,2
147,수익,2
146,성장,2
166,유지,2
13,1.56%,2
6,0.89%,2
136,발생,2
168,의견,2
8,0.99%,2
171,일봉,2
178,전망,2
7,0.90%,2
186,종가,2
0,0.28%,2
84,DB금융투자,2
41,26.4%,2
20,14.0%,2
19,13.36%,2
80,CJ우,2
35,22.1배,2
89,Valuation,2
31,201주,2
71,9.82%,2
93,가공,2
30,2.5,2
26,192주,2
69,8,2
59,6,2
68,79.4%,2
56,51.3%,2
53,490주,2
96,개선,2
76,BUY,2
183,제품,1
177,적자,1
182,제시,1
44,3.5,1
184,제품군,1
45,30%,1
46,325주,1
47,340,1
18,12.7,1
176,장기,1
48,367주,1
42,29.8%,1
49,4.0,1
173,자산가치,1
172,자산,1
50,4.7,1
51,422주,1
169,이익,1
52,47.1%,1
167,유휴,1
185,조정,1
3,0.7배,1
5,0.85%,1
33,21,1
213,회사,1
23,146주,1
24,15.8,1
210,해외,1
25,19.0%,1
208,하위,1
27,193주,1
205,판단,1
203,투자자들,1
200,추세선,1
4,0.84%,1
198,첨가,1
37,23,1
196,차재헌,1
195,차입금,1
194,집중,1
193,지배력,1
38,23%,1
164,위치,1
189,주주가치,1
165,위험,1
157,실적,1
9,0.9배,1
90,pick,1
72,900원,1
73,940주,1
74,976주,1
75,ASF,1
127,매각,1
124,동사,1
83,DB,1
85,HMR,1
22,144주,1
87,Top,1
91,pick유지,1
55,509주,1
92,가격,1
16,100주,1
94,가능,1
109,긍정적,1
108,금융,1
1,0.42%,1
106,그동안,1
105,구조,1
95,가능성,1
103,관심,1
14,1.81%,1
134,목표주,1
70,827주,1
138,사료,1
57,55,1
58,57,1
101,고성장,1
60,600원,1
155,신용,1
61,603주,1
153,시점,1
152,시장,1
151,시가총액,1
10,000원,1
62,60일,1
63,648주,1
64,700원,1
65,71.7%,1
145,상향돌파,1
144,상향,1
143,상품,1
142,상위,1
66,74.6%,1
140,상승폭,1
67,79,1
21,14.2%,1
