,키워드,빈도
9,EUV,13
57,장비,7
16,공정,6
31,반도체,6
10,SK하이닉스,5
76,회로,3
75,활용,3
49,업체,3
69,투자,3
36,삼성전자,2
47,양산,2
25,노광,2
59,적용,2
61,제조공정,2
60,제조,2
64,차세대,1
65,차원,1
44,수탁생산,1
45,스캐너,1
46,실리콘,1
74,확보,1
73,핵심,1
48,업계,1
72,평균,1
50,예정,1
71,파장,1
51,원재료,1
52,웨이퍼,1
53,유일,1
54,의결,1
55,이사회,1
70,파운드리,1
56,자산,1
68,취득시,1
58,장치,1
67,취득,1
42,세계,1
66,총액,1
62,제조업체,1
63,지불,1
43,수준,1
0,10~20대,1
41,성공,1
11,TSMC,1
18,구입,1
17,광원,1
15,공시,1
14,거래,1
13,개별,1
12,가격,1
8,D램,1
20,극자외선,1
7,ArF,1
6,ASML,1
5,7.3%,1
4,5년,1
3,4조,1
2,1대,1
19,규모,1
21,기계,1
40,설비,1
32,분할,1
39,설명,1
1,14분,1
37,상대방,1
35,비용,1
34,불화아르콘,1
33,불화아르곤,1
30,미세화,1
22,길이,1
29,메모리,1
28,막바지,1
27,대응,1
26,대비,1
24,네덜란드,1
23,나노,1
38,생산,1
