,키워드,빈도
320,삼성전자,36
319,삼성,30
315,사장,20
125,공장,13
547,조주빈,13
269,배당,13
378,스마트폰,12
85,감소,12
552,종목,11
147,글로벌,11
164,기업,10
637,코로나19,10
559,주장,9
191,대비,9
401,실적,9
310,사실,8
110,경제,8
439,예상,8
519,전년,8
275,배후,8
242,미국,8
635,코로,8
257,반도체,8
413,애플,8
622,출하량,7
351,설명,7
553,주가,7
87,감염증,7
69,JTBC,7
393,신고,7
369,수익,7
507,자신,6
670,폴란드,6
73,TV,6
368,수요,6
655,판매량,6
388,시장,6
566,중국,6
170,기준,6
706,확산,6
251,바이러스,6
245,미전실,6
662,평균,5
654,판매,5
338,생산,5
465,유럽,5
648,투자,5
391,시점,5
421,업체,5
572,증가,5
7,14%,5
402,쌍용양회,5
318,사태,5
558,주식,5
644,텔레그램,5
38,2월,5
678,하락,5
620,추정,4
649,투자자,4
122,공급,4
272,배당수익률,4
522,전망,4
289,부진,4
638,코로나바이러스,4
176,김웅,4
357,세계,4
150,금융,4
564,중간,4
692,해체,4
560,주주,4
396,신종,4
154,금품,4
363,손석희,4
698,헝가리,4
461,위기,4
25,20%,4
214,뒷조사,4
167,기업인,4
345,서유럽,4
417,언급,4
573,증거,4
2,11%,4
270,배당금,3
189,당황,3
282,보도,3
127,과거,3
205,동기,3
195,대통령,3
196,대표,3
131,관계자,3
258,반등,3
224,매력,3
226,매수,3
227,매수세,3
231,메시지,3
235,모습,3
536,정책,3
101,검경,3
211,동학개미운동,3
476,은행주,3
642,타격,3
449,외국인,3
381,슬로바키아,3
653,판단,3
652,파트너,3
453,요구,3
77,가동,3
312,사업,3
331,상식적,3
80,가전,3
682,한국,3
377,순이익,3
323,삼전,3
307,사건,3
410,안정적,3
335,상장사,3
705,화웨이,3
672,프리랜서,3
505,자리,3
556,주당,2
462,위협,2
372,수준,2
359,세탁기,2
355,성장,2
215,디스플레이,2
354,성신여대,2
204,돌파,2
285,보좌관,2
384,시멘트,2
562,주체,2
548,조주빈씨,2
387,시작,2
390,시절,2
394,신속,2
440,예정,2
436,영향,2
412,애초,2
568,중단,2
185,네패스,2
425,여성,2
420,업종,2
574,증권,2
179,나라,2
217,라인,2
229,매출,2
353,설치,2
222,마포구,2
293,분기,2
509,자체,2
513,장기,2
294,분기배당,2
273,배당주,2
298,브롱키,2
271,배당성향,2
301,비율,2
576,증시,2
308,사고,2
516,재판,2
264,발생,2
520,전략실,2
314,사옥,2
527,전후,2
531,접촉,2
485,이날,2
247,미투,2
483,의혹,2
244,미래전략실,2
243,미래,2
327,상승,2
534,정부,2
240,문재인,2
336,상황,2
506,자사,2
337,생각,2
344,서울,2
225,매력적,2
302,비중,2
422,업황,2
128,과도,2
155,급감,2
17,19일,2
593,진입,2
148,금리,2
146,근접,2
143,국민기업,2
597,차량,2
690,해명,2
28,2017년,2
137,교수,2
607,청와대,2
35,28일,2
40,2주,2
677,하나투자증권,2
624,취지,2
626,친분,2
628,카운터,2
99,거론,2
631,카운터포인트리서치,2
633,컨센서스,2
94,개인,2
636,코로나,2
658,팬데믹,2
76,가능성,2
153,금융지주,2
78,가량,2
590,진단키트,2
160,기관투자가,2
701,혐의,2
171,기지,2
707,확산세,2
702,협박,2
579,지속적,2
169,기자들,2
173,김대복,2
666,포함,1
475,윤장현,1
474,육성,1
473,유포,1
472,유튜브,1
471,유지,1
667,폭락,1
426,여파,1
668,폭로,1
664,포인트,1
470,유입,1
469,유명인들,1
468,유명,1
467,유리,1
466,유력,1
669,폭행,1
671,프로젝트,1
673,프리랜서기자,1
674,피터,1
675,핏대,1
665,포인트리서치,1
663,폐쇄,1
708,확인서,1
676,하나금융지주,1
710,회사,1
488,이익,1
487,이상로,1
647,투입,1
650,트럼프,1
651,특혜,1
486,이미지,1
656,판정,1
657,패키징,1
484,이기심,1
482,의외,1
659,팬아웃,1
481,의약국,1
480,의미,1
709,환원,1
479,의결,1
660,펀더멘털,1
478,의견,1
477,음성,1
424,엑시노스,1
661,평가,1
464,유가증권시장,1
427,역할,1
463,유가,1
695,행사,1
445,와우,1
444,올스톱,1
689,항공기,1
430,연대,1
431,연예,1
443,온라인,1
691,해외,1
693,핵심,1
442,오프라인,1
694,행동,1
432,연장,1
446,와우넷,1
441,오포,1
433,영업,1
434,영업이익,1
696,허가,1
697,허위,1
435,영위,1
438,예고편,1
437,영향권,1
699,현금배당,1
700,현지,1
429,연구원,1
447,와중,1
679,하락률,1
454,요청,1
428,연결,1
460,원활,1
680,하이엔드,1
459,원인,1
458,원어치,1
457,운동,1
456,우선주,1
681,하향조정,1
704,혼란,1
455,우리금융지주,1
489,이재용,1
688,합산,1
703,형국,1
683,한국거래소,1
684,한국경제,1
452,외환보유액,1
451,외세,1
450,외부,1
685,한국은행,1
686,한앤코시멘트홀딩스,1
687,한창,1
448,외교부,1
577,지급,1
496,일정,1
646,통화,1
540,제작,1
595,질문,1
546,조정,1
545,조언,1
544,조씨,1
596,집계,1
598,차례,1
599,차명계좌,1
543,조선,1
600,차원,1
542,조사,1
541,제조,1
539,제시,1
549,조치,1
601,차익,1
538,정치인,1
537,정책실장,1
602,차익실현,1
535,정서,1
603,착취물,1
604,참여,1
605,창구,1
606,청바지,1
533,정보,1
608,청탁,1
594,진짜,1
550,조합,1
490,이종원,1
585,지표,1
575,증권사,1
580,지연,1
571,중장기,1
570,중압감,1
569,중심,1
581,지옥,1
567,중기,1
582,지주,1
583,지지대,1
565,중간배당,1
584,지침,1
586,직격탄,1
551,종가,1
563,준비,1
561,주차장,1
587,직원,1
588,직원들,1
589,진단,1
557,주당배당금,1
555,주간,1
554,주가수익비율,1
591,진술,1
592,진압,1
423,에프앤가이드,1
532,정도,1
609,초반,1
530,점유율,1
498,임종혁,1
629,카운터포인터,1
508,자청,1
630,카운터포인터리서치,1
632,커뮤니티,1
504,자랑,1
503,입장문,1
502,입장,1
501,입수,1
634,코드,1
500,입국제한,1
499,임직원들,1
497,임금,1
610,총회,1
578,지배구조,1
639,코스닥,1
640,코스피,1
495,인하,1
494,인텔,1
493,인터넷,1
492,인수,1
641,코스피지수,1
643,테스트,1
491,인기,1
645,톱픽,1
510,자회사,1
511,작용,1
512,작품,1
627,카메라,1
529,점유,1
528,젊은이들,1
611,최고,1
526,전쟁,1
525,전장,1
612,최고경영자,1
613,최대,1
524,전역,1
523,전문가들,1
614,최대주주,1
521,전례,1
615,최서원,1
616,최선호,1
617,최순실,1
518,저항,1
517,저축,1
618,최저,1
619,추가,1
621,출국,1
623,충격,1
625,측면,1
515,재가동,1
514,장기화,1
0,,1
356,성향,1
419,업계,1
418,언론,1
112,경찰,1
113,경향신문,1
114,고가,1
115,고객사,1
116,고배당정책,1
117,고배당주,1
118,고수,1
119,곳간,1
120,공갈미수,1
121,공개,1
123,공백,1
124,공식,1
126,공포,1
129,과열,1
130,과천,1
111,경제심리,1
109,경영진,1
108,경영자,1
97,객관,1
90,개미들,1
91,개방,1
92,개선,1
93,개월,1
95,개인투자자,1
96,개혁,1
98,거래,1
107,경상수지,1
100,건강,1
102,검사,1
103,검찰,1
104,게시판,1
105,결산,1
106,결정,1
132,관군,1
133,관심,1
134,관점,1
177,김한,1
165,기업들,1
166,기업은행,1
168,기업인들,1
172,기초체력,1
174,김상조,1
175,김씨,1
178,까닭,1
162,기사화,1
180,나비효과,1
181,남부,1
182,내년,1
183,내부적,1
184,냉장고,1
186,네패스라웨,1
163,기소,1
161,기록,1
135,광주시장,1
144,극복,1
136,광풍,1
138,교체,1
139,교회,1
140,구매,1
141,구속,1
142,국경,1
145,근간,1
159,긍정적,1
149,금액,1
151,금융감독원,1
152,금융위기,1
156,급등,1
157,급락,1
158,긍정,1
89,개미,1
88,개명,1
86,감염,1
31,20원,1
23,2.62%,1
24,2.7%,1
26,2000억,1
27,2008년,1
29,2019년,1
30,2030세대,1
32,21.9%,1
21,1위,1
33,23배,1
34,26%,1
36,2년,1
37,2억,1
39,2위,1
41,3%대,1
22,1조,1
20,1월,1
43,30%,1
10,1439.43,1
3,11만,1
4,12배,1
5,13.2%,1
6,13억,1
8,14.4%,1
9,14.5%,1
11,160%,1
19,1억,1
12,1600명,1
13,161.94%,1
14,176%,1
15,18%,1
16,18일,1
18,1년,1
42,3.03%,1
44,3000만,1
84,간담회,1
71,KTB,1
64,8.2%,1
65,9.2%,1
66,9조,1
67,CEO,1
68,FDA,1
70,KB금융,1
72,SK하이닉스,1
62,7%대,1
74,死地,1
75,가격,1
79,가운,1
81,가전제품,1
82,가족,1
83,각국,1
63,7.2%,1
61,6일,1
45,30일,1
52,4000명,1
46,33%,1
47,38%,1
48,38.88%,1
49,38조,1
50,3만,1
51,3위,1
53,440원,1
60,600억,1
54,4곳,1
55,4만,1
56,4월,1
57,5.3%,1
58,5만,1
59,6%,1
187,네패스아크,1
188,단기적,1
190,대다수,1
347,선두,1
339,생산기지,1
340,생산차질,1
341,생활,1
342,샤오미,1
343,서비스,1
346,서지현,1
348,선의,1
333,상위,1
349,선택,1
350,선행,1
352,설비,1
1,1000만,1
358,세대,1
360,센터,1
334,상위권,1
332,상암동,1
362,소장,1
317,사지,1
305,빗장,1
306,뺑소니,1
309,사람,1
311,사실무근,1
313,사연,1
316,사주,1
321,삼성증권,1
330,상식,1
322,삼성측,1
324,상담,1
325,상대,1
326,상대적,1
328,상승세,1
329,상승폭,1
361,소송전,1
364,쇼핑,1
303,비트코인,1
406,아이,1
398,신청서,1
399,신한지주,1
400,실장,1
403,씨젠,1
404,아르바이트,1
405,아미카,1
407,악재,1
395,신조어,1
408,안인기,1
409,안정,1
411,안착,1
414,액면분할,1
415,약속,1
416,얘기,1
397,신청,1
392,식품,1
365,수령,1
375,수혜,1
366,수사,1
367,수사기관,1
370,수익성,1
371,수주,1
373,수출,1
374,수출국,1
376,숙소,1
389,시장조사업체,1
379,스튜어드십,1
380,스트리밍,1
382,시가총액,1
383,시급,1
385,시사,1
386,시세,1
304,빈말,1
300,비선실세,1
192,대안,1
232,명의,1
219,리서치,1
220,리얼미,1
221,리처드슨,1
223,만큼,1
228,매집,1
230,메모리,1
233,모멘텀,1
216,딴판,1
234,모바일,1
236,모토,1
237,무게,1
238,무능,1
239,무선통신기기,1
241,물론,1
218,루머,1
213,동학운동,1
248,믿음,1
201,도널드,1
193,대유행,1
194,대책,1
197,대표기업,1
198,대표적,1
199,대학,1
200,대화,1
202,도발,1
212,동학농민운동,1
203,도산,1
206,동시,1
207,동아일보,1
208,동영,1
209,동종,1
210,동학,1
246,미터,1
249,바닥,1
299,비보,1
287,본격적,1
279,베스트파트너,1
280,변동,1
281,병사들,1
283,보유,1
284,보유자,1
286,보증,1
288,부사장,1
277,배후설,1
290,부패,1
291,부품,1
292,부회장,1
295,분야,1
296,분위기,1
297,분쟁,1
278,밴드,1
276,배후론,1
250,바람,1
260,반복,1
252,바탕,1
253,박근혜,1
254,박복영,1
255,박사,1
256,박사장,1
259,반박,1
261,반응,1
274,배신,1
262,발단,1
263,발병국,1
265,방송,1
266,방지,1
267,방파제,1
268,배경,1
711,후선,1
