,키워드,빈도
35,SK하이닉스,10
38,감사,4
56,기업,4
74,반대,4
45,공매도,4
98,스톡옵션,4
79,보수,4
94,수량,4
167,행사,4
55,기사,3
57,기업지배구조연구소,3
120,이사,3
34,SK,3
114,위원,3
87,삼성전자,3
105,안건,3
82,부여,3
163,하이닉스,3
46,관계자,2
37,가치,2
133,정기,2
36,가격,2
135,종목,2
48,구조,2
49,권고,2
54,기록,2
63,대표주,2
75,반대표,2
76,법률,2
83,부친상,2
109,연구소,2
88,상위,2
100,시장,2
117,의견,2
99,승인,2
5,120억,2
170,회장,2
165,한도,2
157,코스피,2
148,청주,2
147,책정,2
145,지배,2
140,중요,1
161,하나금융지주,1
112,오종훈,1
113,우리금융지주,1
160,평균,1
110,연동,1
159,판단,1
158,팀장,1
115,위원회,1
116,유틸리티15신한지주,1
156,추천,1
111,예정,1
108,연관,1
162,하영구,1
164,한국씨티은행장,1
119,의사,1
107,역할,1
166,한화생명,1
106,업무,1
168,협력,1
104,심사,1
103,실제,1
102,실시간,1
169,혜안,1
101,신규,1
118,의결,1
121,이통통신,1
155,추진,1
130,재직,1
142,증권업,1
143,증권플러스,1
139,주총,1
138,주주,1
137,주식매수선택권,1
136,종문,1
144,지급,1
134,종가,1
146,참사랑,1
149,청주대외협력팀장,1
132,전기,1
131,전국은행연합회장,1
129,장례식장,1
141,증권사,1
150,총액,1
151,총회,1
152,최동규,1
153,최종문,1
128,장기적,1
127,작성,1
126,자체,1
125,자본시장,1
124,자문사,1
154,최종성,1
123,자문,1
122,임기,1
0,0.82%,1
86,사이트,1
97,순위종목명수량주,1
42,결제서비스,1
21,44억,1
22,48,1
23,49,1
24,537,1
25,758원,1
26,787,1
27,7메리츠종금증권,1
28,837,1
29,900원,1
30,932,1
31,9시,1
32,C-Biz봇,1
33,GSM,1
39,감사위원,1
40,게재,1
20,3,1
19,2호,1
18,230,1
9,156,1
2,03월,1
3,075,1
4,1.75%,1
6,13LG유플러스,1
7,148,1
8,14한국전력,1
10,163,1
17,21일,1
11,165주,1
12,17일,1
13,19일,1
14,2.81%,1
15,2.95%,1
16,20일,1
41,결여,1
43,계열사,1
96,순위,1
44,고문,1
72,무더기,1
73,미래에셋대우,1
77,별세,1
78,병원,1
80,보통주,1
81,부사장,1
84,사내이사,1
85,사무소,1
1,00:47,1
89,상정,1
90,선임,1
91,설명,1
92,성과,1
93,세일즈,1
95,수행,1
71,무궁화,1
70,메리츠종금증권,1
69,마켓,1
59,김앤장법률사무소,1
47,괴산소방서장,1
50,극대,1
51,글로벌,1
52,기간,1
53,기구,1
58,김앤장,1
60,나무,1
68,마케팅,1
61,대리,1
62,대외,1
64,독립,1
65,독립성,1
66,등락률,1
67,로봇,1
171,후보자,1
