,키워드,빈도
711,삼성전자,120
667,비스포크,53
702,삼성,46
259,가전,44
196,CES,31
652,부회장,26
429,냉장고,25
853,시총,22
850,시장,22
1343,출시,22
1532,회사,21
529,매출,20
836,스타트업,20
978,외국인,17
1217,주가,17
246,TV,17
1264,지원,17
1347,출하량,17
221,LG전자,16
1194,제품,16
407,기업,16
254,가능,15
633,보유,14
1367,코로나19,14
1034,육성,13
678,사업,13
770,세계,13
829,스마트폰,12
1123,재판부,12
718,상승,12
567,미래,12
415,기준,12
1057,이익,11
460,대비,11
219,LG,11
1375,콘셉트,11
1330,최대,11
288,개인,11
1489,헬스,11
1434,포인트,10
481,돌파,10
478,도전,10
1294,차지,10
582,반도체,10
746,서비스,10
817,수준,10
736,생산,10
332,공개,10
1118,장치,10
302,걸음,10
878,실적,10
1038,의견서,10
1297,참가,10
292,갤럭시,10
789,소비자,10
1047,이날,9
564,미국,9
527,매수,9
757,선박,9
1352,취향,9
1403,투자자,9
395,기간,9
230,QNED,9
1518,확대,9
1420,판매,9
177,8만,9
1422,패널,9
1146,전망,9
1431,평형수,9
1224,주식,9
1143,전략,9
324,계획,9
1437,포함,9
997,원대,9
12,100만,9
587,반영,9
1468,한국,9
384,글로벌,9
439,누적,9
1280,진행,8
350,관계자,8
416,기회,8
252,가격,8
1213,종목,8
402,기록,8
1244,증가,8
1450,플러스,8
1461,하락,8
970,온라인,8
953,영업,8
671,사내,8
188,AI,8
932,에스엔시스,8
847,시리즈,7
1309,처리,7
993,울트라,7
1370,코스피,7
722,상위,7
1492,현대차,7
1193,제출,7
160,6일,7
297,거래,7
241,SK바이오팜,7
1529,활용,7
1070,인사이드,7
1077,인테리어,7
763,설명,7
734,색상,7
1134,적용,7
396,기관,7
681,사업부,7
57,1조,7
1205,조정,7
856,식기세척기,7
668,비중,7
844,시가총액,6
699,산업,6
796,소재,6
523,맞춤,6
959,영향,6
1218,주도,6
554,목표주가,6
1360,카카오,6
928,업체,6
1250,증시,6
1234,중국,6
965,예정,6
784,셀트리온,6
1301,참여,6
243,SK하이닉스,6
314,경영,6
1153,전시,6
1446,프로그램,6
482,동기,6
504,라이프스타일,6
849,시작,6
1407,특검,6
1181,제공,6
1341,출고가,6
869,신종,5
218,LED,5
800,솔루션,5
1122,재판,5
846,시대,5
400,기대감,5
1100,자리,5
1233,준법감시위,5
1185,제시,5
769,성장,5
1187,제어,5
837,스타트업들,5
272,감염증,5
258,가입자,5
548,모색,5
92,2조,5
925,업계,5
690,사장,5
950,연초,5
1368,코로나바이러스,5
687,사용자,5
1418,파운드리,5
707,삼성리서치,5
1015,유럽,5
1483,해외,5
1428,평가,5
285,개미들,5
943,역대,5
946,연구원,5
453,대결,5
650,부족,5
1334,추가,5
344,공장,5
542,모델,5
1066,인덕션,5
1065,인기,5
742,생활,5
954,영업이익,5
583,반려,5
125,4만,5
1495,현지시간,5
340,공방,5
896,아웃사이드,5
1048,이달,5
317,경쟁,4
983,요금,4
301,건강,4
971,옵션,4
286,개선,4
980,외부,4
362,교체,4
283,개미,4
984,요금제,4
1084,일상,4
325,고객,4
1104,자유,4
934,에어컨,4
1011,위험,4
1082,일본,4
1040,의류,4
336,공기청정기,4
860,신고가,4
352,관리,4
1058,이재용,4
1061,이통사,4
1064,인공지능,4
242,SK텔레콤,4
240,SK,4
1079,인하,4
1023,유지,4
1237,중심,4
1337,추천,4
1284,집중,4
730,상황,4
1291,차세대,4
729,상향,4
721,상업,4
115,3조,4
1326,총액,4
1327,최고,4
1354,치열,4
696,사회,4
688,사이,4
472,대표,4
1419,판단,4
666,비스,4
1425,페닉스,4
477,도어,4
1436,포크,4
51,1년,4
497,디자인,4
632,보완,4
1487,행사,4
616,벤처,4
30,12월,4
1494,현장,4
598,방문,4
513,마련,4
576,바이오팜,4
1516,화질,4
561,물량,4
540,명칭,4
732,새해,4
964,예상,4
741,생태,4
1247,증권가,4
843,시가,4
1157,전자,4
1158,전자레인지,4
1166,절반,4
1172,정보,4
1201,조선,4
1207,조합,4
1220,주력,4
1279,진출,4
1229,주주,4
766,성공,4
164,75%,4
137,5G,4
1258,지분,4
761,선택,4
1254,지난달,4
597,발판,3
393,급락,3
392,급등,3
388,금융,3
882,실효성,3
949,연속,3
507,러브콜,3
810,수요,3
430,네트워크,3
383,글래스,3
712,삼성중공업,3
493,디바이스,3
591,발굴,3
516,마지막,3
584,반박,3
743,생활가전,3
364,구매,3
570,미팅,3
536,메탈,3
377,규모,3
346,공판,3
644,부사장,3
653,북미,3
318,경쟁력,3
368,국가,3
704,삼성그룹,3
703,삼성SDI,3
907,애플,3
412,기전,3
461,대상,3
333,공급,3
464,대씩,3
926,업그레이드,3
467,대응,3
468,대장,3
675,사물인터넷,3
409,기여,3
441,니즈,3
342,공시지원금,3
717,상반기,3
353,관심,3
486,동일,3
892,아모레퍼시픽,3
488,동학개미,3
367,구조,3
771,세계적,3
129,4조,3
1232,준법,3
1329,최다,3
1325,총수,3
1320,체계,3
127,4위,3
128,4일,3
132,50%,3
135,500조,3
1277,진입,3
1268,지적,3
1259,지속,3
159,6월,3
222,LG화학,3
1221,주목,3
1168,점검,3
1163,전쟁,3
1155,전시회,3
1150,전문심리위원,3
1145,전략폰,3
1135,적자,3
214,IoT,3
1114,장비,3
216,KT,3
1344,출원,3
1351,취지,3
1366,코로나,3
87,27종,3
1534,회의,3
1522,환경,3
1511,화면,3
19,10월,3
21,10조,3
25,11만,3
26,11월,3
27,11일,3
28,124만,3
1486,행보,3
1481,해석,3
1443,풀이,3
56,1위,3
1429,평균,3
69,2016년,3
74,20개월,3
1397,통상,3
1396,턴어라운드,3
1386,타입,3
1373,코스피지수,3
1369,코스닥,3
1109,작업,3
543,모듈러,3
267,감소,3
1092,임직원,3
280,개개인,3
995,원격,3
1062,이통사들,3
990,운영,3
290,개인투자자,3
988,우수,3
1045,이강협,3
1067,인력,3
278,강조,3
1088,일정,3
298,거래소,3
1098,자동차,3
1032,유형,3
1007,위원,2
1433,포스트,2
944,역량,2
686,사용,2
663,브랜드,2
929,업황,2
662,불황,2
658,분위기,2
656,분사,2
676,사상,2
1442,푸드앤소믈리에,2
945,역할,2
1444,품목,2
651,부진,2
689,사이드,2
1447,프리미엄,2
1456,피트니스,2
1430,평택,2
931,에디션,2
1017,유리,2
669,비즈니스,2
1398,통신사,2
1009,위주,2
1399,통신업,2
1402,투자,2
672,사람,2
1389,탈부착,2
1404,투자자들,2
1405,투자자예탁금,2
664,비교,2
942,여파,2
1421,판매량,2
1462,하루,2
685,사외,2
1426,페스타,2
999,원어치,2
665,비대면,2
647,부여,2
1482,해양,2
641,부담,2
1520,확산,2
580,박스,2
1508,호평,2
958,영입,2
575,바이오,2
1515,화장품,2
572,바닷물,2
1517,화학,2
568,미래기술,2
565,미니,2
1469,한국전력,2
972,와이즈리포트,2
1527,활동,2
1531,회복,2
557,몸값,2
960,영화관,2
1535,효과,2
549,모습,2
1539,휴대,2
1506,호조,2
973,와인,2
1503,호실적,2
1502,혜택,2
640,본인,2
636,보호,2
1362,캐나다,2
623,변화,2
622,변호인,2
620,변천사,2
1491,현대모비스,2
1493,현상,2
614,법정,2
609,백라이트,2
608,배터리,2
989,운동,2
595,발전,2
1498,협력,2
590,발광,2
589,반전,2
588,반응,2
1036,음식,2
1102,자사,2
1359,카메라,2
1059,이지칼,2
804,쇼핑,2
1180,제거,2
1182,제기,2
1188,제외,2
793,소액,2
791,소비자들,2
1192,제조사,2
1196,제품들,2
1199,조기,2
1206,조직,2
1209,종가,2
783,센터장,2
778,세척,2
1222,주문,2
776,세일,2
1225,주식시장,2
774,세바스찬,2
884,심리,2
1227,주자,2
1164,전환,2
1078,인플레이션,2
811,수용,2
1138,전기차,2
859,신경전,2
1099,자료,2
864,신사업,2
868,신제품,2
848,시선,2
1117,장중,2
1130,저장,2
1096,자금,2
1139,전년,2
1156,전월,2
842,승계,2
1149,전문,2
835,스타일,2
834,스캔앤다이브,2
