,키워드,빈도
50,SK하이닉스,29
104,마스크,14
120,방호복,13
182,우시시,13
212,중국,8
219,지역,8
207,제공,8
249,투자자,8
250,파운드리,8
130,사용,8
248,투자,7
257,하이닉스,7
206,정부,7
49,SK,7
200,전달,6
2,03월,6
189,인수,5
256,하락,5
225,청주,5
129,사업장,5
107,매그나칩반도체,5
188,이천,5
128,사업부,4
238,코로나19,4
223,참여,4
48,PEF,4
73,공장,4
14,18일,4
90,나머지,4
89,기증품,4
168,에스케이하이닉스,4
154,시총,4
211,주가,4
175,예정,4
218,지속,4
258,한국,4
208,제외,4
65,경기,3
84,기사,3
119,방역,3
59,감염증,3
58,감소,3
186,의료,3
134,삼성전자,3
135,상장사,3
88,기증,3
138,상황,3
234,충북,3
46,MG새마을금고,3
113,물품,3
139,생산,3
157,신종,3
114,반도체,3
266,협력업체,3
181,우시,3
97,대장주,2
74,관계자,2
148,수요,2
217,지방자치단체,2
77,글로벌,2
78,금융,2
174,예상,2
215,증시,2
152,시너지,2
173,영업,2
83,기관,2
254,평가,2
87,기준,2
272,확산,2
274,회사,2
166,업계,2
147,송경화,2
93,내부,2
235,취약,2
60,강소성,2
99,대형주들,2
51,VI,2
184,유가증권시장,2
239,코로나바이러스,2
111,메모리,2
132,사회,2
241,코스닥시장,2
38,8.58%,2
243,코스피,2
177,외국인,2
63,검토,2
245,클럽,2
142,선순위,2
117,발전,2
116,발동,2
68,계층,2
127,사업,2
193,자본시장,1
194,자체,1
185,은행,1
192,자금,1
191,일정,1
190,인수금액,1
187,이외,1
183,위험,1
180,우선권,1
179,용품,1
178,용도,1
176,옵션,1
172,연일,1
171,연관,1
170,연간,1
169,에이치엘비생명과학,1
167,에스케이,1
195,작성,1
214,증권플러스,1
196,장기적,1
197,장쑤성,1
240,코로바이러스,1
242,코스닥지수,1
244,크레디언파트너스,1
246,테마,1
247,테마삼성전자,1
251,패닉,1
252,팬데믹,1
253,펀드,1
255,폭락,1
259,한편,1
260,핵심,1
261,현대상선,1
262,현대차,1
263,협력계약,1
264,협력관계,1
265,협력사,1
267,협약,1
268,협업,1
269,협의,1
270,혜안,1
271,확보,1
273,회복,1
275,회수,1
237,취약층,1
236,취약계층,1
233,충격,1
164,약정,1
198,재무,1
199,저가매수,1
201,전문,1
202,전문가,1
203,전이,1
204,전일,1
205,전장,1
209,제한적,1
210,조성,1
213,중심,1
216,지급,1
232,출자자,1
220,지정,1
221,질환자,1
222,차량,1
224,창출,1
226,청주시,1
227,체결,1
228,초과,1
229,초기,1
230,추락,1
231,추세,1
165,어려움,1
0,0.25%,1
163,알케미스트캐피탈파트너스,1
70,고령,1
32,50조,1
33,58조,1
34,5G시대,1
35,5분,1
36,73,1
37,752주,1
39,859주,1
40,9294억,1
41,9497억,1
42,9623억,1
43,C-Biz봇,1
44,IB,1
45,KB,1
47,MG새마을금고중앙회,1
52,freehwa,1
53,가능,1
54,가동,1
55,가속,1
56,가속화,1
57,간접적,1
61,거래,1
62,거래소,1
64,게재,1
66,경기도,1
67,계약,1
31,500원,1
30,5.96%,1
29,45만,1
15,1조,1
3,047,1
4,1,1
5,10:59,1
6,11일,1
7,12일,1
8,13일,1
9,146,1
10,146개,1
11,16일,1
12,17일,1
13,189개,1
16,1주일,1
28,43개,1
17,2.30%,1
18,20.83%,1
19,2006년,1
20,27.52%,1
21,282조,1
22,2개,1
23,3,1
24,3.16%,1
25,4.04%,1
26,4000억,1
27,41개,1
69,고객,1
71,고령층,1
162,안정,1
72,공급,1
123,별도,1
124,부담,1
125,사모,1
126,사물인터넷,1
131,사이트,1
133,산업,1
136,상장사들,1
137,상태,1
1,0.36%,1
140,선물,1
141,선별,1
143,선택,1
144,성장,1
145,성장성,1
146,성장세,1
149,수익률,1
150,순매도,1
151,시가총액,1
153,시장,1
155,시총1조,1
156,신뢰,1
158,신한지주,1
159,실물경제,1
160,실시간,1
161,실적,1
122,법인,1
121,배당,1
118,방어,1
95,대비,1
75,구조,1
76,규모,1
79,금융시스템,1
80,금융주,1
81,금호타이어,1
82,기간,1
85,기아차,1
86,기저,1
91,나무,1
92,날짜주가등락률,1
94,단위,1
96,대유행,1
115,반도체업,1
98,대형주,1
100,도래,1
101,독립,1
102,동시,1
103,로봇,1
105,마켓,1
106,매각설,1
108,매력,1
109,매매내역,1
110,매수,1
112,목적,1
276,효과,1
