,키워드,빈도
45,식품,7
23,급증,4
37,상품,4
59,주문,4
71,코로나19,3
8,CJ,3
9,CJ오쇼핑,3
43,수요,2
49,영향,2
50,오쇼핑,2
55,일반,2
57,전년,2
28,대비,2
21,구매,2
68,채널,2
82,효과,2
46,신상품,2
14,T커머스,2
13,TV홈쇼핑,2
75,통신판매,1
81,확산,1
48,역할,1
80,한국농촌경제연구원,1
79,플러스,1
78,풀이,1
51,오프라인,1
52,온라인몰,1
53,운영,1
77,포트폴리오,1
54,육박,1
76,편리,1
56,자사,1
72,코로나바이러스,1
58,조사,1
70,커머스부문,1
60,주문금액,1
61,주문액,1
73,태도,1
62,중심,1
63,집계,1
64,집밥,1
65,집콕,1
47,신종,1
66,집콕족,1
67,차지,1
69,카테고리,1
74,테스트베드,1
0,100만,1
44,시너지,1
11,ENM,1
19,결제,1
18,건수,1
17,감염증,1
16,가공식품,1
15,가공,1
12,TV,1
10,CJ오쇼핑플러스,1
22,금액,1
7,96개,1
6,4배,1
5,4.0%,1
4,3배,1
3,20일,1
2,151개,1
20,관계자,1
24,긍정적,1
42,수수료,1
34,비율,1
1,11.4%,1
40,소비,1
39,셀럽,1
38,설명,1
36,상대적,1
35,빈도,1
33,브랜드,1
25,기간,1
32,부담,1
31,물량,1
30,맛집,1
29,리모컨,1
27,농림축산식품부,1
26,기획력,1
41,소비자,1
