,키워드,빈도
529,초미세공정,2
259,별도,2
276,비판,2
178,노트북,2
470,전자,2
229,명칭,2
464,전략,2
274,비교,2
440,일각,2
499,주력,2
190,대안,2
21,2조,2
354,아웃소싱,2
355,아이폰,2
441,일반,2
115,결합,2
504,준비,2
227,메모리,2
469,전원,2
241,미러링,2
28,4분기,2
23,32인치,1
446,자유자재,1
451,작동,1
450,자회사,1
449,자체적,1
447,자율주행,1
452,작업,1
461,적극,1
453,잠식,1
454,잠정,1
478,점유율,1
476,전환,1
475,전화,1
474,전장,1
473,전작,1
472,전자장치,1
471,전자오븐,1
468,전송,1
22,2주,1
465,전략적,1
463,적합,1
462,적시,1
460,재확산,1
459,재택근무,1
458,재무책임자,1
456,장비,1
455,장기,1
445,자사,1
87,foundry,1
444,자동차,1
443,자동,1
408,위아래,1
407,위기상황,1
406,웨이브,1
405,원화,1
404,원인,1
403,원격수업,1
402,원가량,1
401,움직임,1
400,운동화,1
399,우수,1
398,용인,1
397,용어,1
30,5000억,1
393,외장,1
392,외부업체,1
31,50년,1
390,외국인,1
389,왓챠,1
388,와이파이,1
387,올인원,1
386,온라인,1
385,예정,1
32,5100만,1
383,예비,1
33,5200만,1
409,위치,1
29,4조,1
412,윈도우,1
428,이슈,1
442,입장,1
24,3840x2160,1
438,인테리어,1
437,인터페이스,1
434,인연,1
433,인기,1
432,인공지능,1
480,정도,1
26,4K,1
27,4nm,1
429,이야기,1
427,이목,1
413,유가,1
425,이동통신,1
424,이달,1
423,의미,1
422,의류관리기,1
421,을까인텔,1
420,유튜브,1
419,유저인터페이스,1
417,유일,1
416,유선,1
415,유력,1
414,유럽,1
479,점퍼,1
18,21일,1
481,정보통신,1
556,통신,1
591,하만,1
590,하락세,1
589,필수적,1
588,플레이,1
587,플랫폼,1
586,프리미엄,1
585,프로세서,1
584,프라임,1
583,폰용,1
582,폭발,1
580,포인트,1
579,포럼,1
9,1위,1
576,편리,1
575,펀드,1
573,팬데믹,1
572,패널,1
569,파운드리업계,1
568,파운드리사업부,1
567,파운드리공정,1
10,1제곱,1
565,파운,1
564,틸트,1
563,티빙,1
562,특징,1
561,트위,1
559,트랜지스트,1
592,한계,1
593,한국,1
8,1억,1
6,10월,1
624,휴대성,1
623,훈장,1
622,효율성,1
621,효율,1
620,효과,1
3,10기,1
618,회로선폭,1
617,황정수,1
616,활용성,1
4,10나노,1
614,환경,1
5,10년,1
609,호실적,1
595,핵심기술,1
7,1분기,1
607,협업,1
605,현지시간,1
604,현지,1
603,혁신,1
602,헤지펀드들,1
601,헤지펀드,1
600,헤지,1
599,허용,1
598,허브,1
597,행동주,1
596,핵심칩,1
557,통신사,1
555,테두리,1
482,제격,1
553,타이젠,1
16,2021~2022년,1
514,지분,1
513,지난,1
512,증시,1
511,증권가,1
510,즉답,1
509,중요성,1
508,중앙처리장치,1
507,중시,1
506,중론,1
505,중국,1
502,주인공,1
501,주변,1
35,55인치,1
19,25만,1
497,종합,1
496,조형물,1
495,조합,1
494,조직,1
493,조정,1
492,조립,1
491,조달,1
490,제품들,1
20,2mm,1
487,제조사들,1
486,제습,1
483,제공,1
518,직전일,1
519,진보,1
520,진짜,1
537,추가,1
551,키보드,1
550,크기,1
549,퀄컴,1
12,2.0,1
13,20%,1
14,2017~2018년,1
543,치열,1
542,충전,1
541,출신,1
15,2017년,1
539,출력,1
538,추격,1
536,최종,1
521,진행,1
535,최적,1
534,최신,1
533,최소,1
532,최상위권,1
530,총괄,1
528,초기,1
527,책정,1
526,차질,1
525,차별화,1
524,차림,1
523,집중,1
522,집적도,1
34,55만,1
356,악화,1
379,영상,1
191,대용,1
188,대상,1
75,Samsung,1
186,당사자들,1
184,다방면,1
183,다다익선,1
182,다다IT선,1
181,능력,1
76,TSM,1
179,논의,1
177,넷플릭스,1
176,네덜란드,1
174,내년,1
173,나사,1
170,긴장감,1
169,기흥,1
168,기업,1
79,Talks,1
80,UHD,1
165,기록,1
164,기기들,1
81,USB,1
162,기간,1
160,급성장,1
159,급락,1
158,급등,1
156,극자외선,1
155,그래픽카드,1
189,대세,1
192,대응,1
153,그래픽,1
194,대화면,1
226,멀티미디어,1
73,S21,1
223,매수,1
222,마케팅용어,1
220,마지막,1
219,마이크로소프트,1
218,마운트,1
217,마우스,1
216,마감,1
215,리모콘,1
214,리모컨,1
212,레인지,1
211,러브,1
210,라자,1
208,디자인,1
207,디스플레이,1
206,디스,1
205,등지,1
204,뒷패널,1
74,SAFE,1
202,동영,1
201,동시,1
200,동부,1
199,동맹,1
198,도래,1
196,데이터센터,1
195,데이터,1
154,그래픽처리장치,1
152,규격,1
378,연사,1
120,경영,1
118,경기,1
117,경계선,1
116,겸용,1
114,결정,1
113,게임,1
112,게이터,1
111,검토,1
110,거치대,1
109,거부,1
107,갤럭시S20,1
84,Wi-fi,1
105,개최,1
104,개선,1
103,강타,1
102,강조,1
101,강세,1
100,감당,1
99,각축,1
98,가지,1
97,가전,1
96,가비피에스,1
85,Xe,1
86,capabilities,1
92,多多益善,1
91,trail,1
90,stage,1
89,preliminary,1
119,경력,1
121,경쟁,1
151,굴욕,1
122,경쟁력,1
150,구조조정,1
149,구동,1
148,광시야각,1
146,관심,1
145,관계자,1
82,USB-C,1
143,공시,1
142,공세,1
141,공략,1
140,공기청정기,1
139,공급,1
138,공격적,1
137,공격,1
136,공개,1
135,고화질,1
134,고해상도,1
133,고집,1
132,고정,1
131,고선명,1
130,고백,1
129,고객사,1
128,고객들,1
83,VA,1
126,계획,1
125,계정,1
124,계약,1
123,경제,1
228,명암비,1
72,PC화면,1
231,모델별,1
344,신산업,1
342,시점,1
341,시장점유율,1
43,7.12%,1
337,시력,1
336,시간외거래,1
334,스트리밍,1
332,스크린,1
329,스마트TV,1
46,7월,1
327,스냅드래곤,1
325,수평,1
324,수퍼,1
322,수차례,1
321,수직전계식,1
320,수직,1
319,수준,1
47,8000억,1
315,손익,1
314,소화,1
312,소식,1
311,소비,1
310,셋톱박스,1
48,8만,1
308,세계적,1
306,성적,1
305,성과,1
304,성공,1
343,시청,1
345,실내,1
232,모드,1
346,실상,1
377,연결성,1
36,5900원,1
375,연간,1
374,역사,1
373,역대,1
371,엔지니어,1
370,에어플레이,1
369,에어컨,1
37,5G,1
38,5nm,1
366,언론,1
39,5세대,1
40,60대,1
362,애플리케이션프로세서,1
41,61조,1
360,애기,1
359,안팎,1
358,안드로이드,1
357,안녕,1
88,haseyo,1
353,아마존,1
352,심화,1
351,심플,1
350,실책,1
349,실제,1
348,실적설명회,1
42,65W,1
50,9000억,1
301,선폭,1
300,서핑,1
298,서드,1
64,Gbps,1
263,보호,1
262,보유,1
261,보도들,1
65,HDMI,1
258,변경,1
257,베젤,1
256,베사,1
255,버튼,1
254,배성수,1
253,방어,1
66,HDR10,1
250,방문일,1
249,방문,1
248,발전,1
247,발상지,1
246,반전,1
245,반도체업계,1
68,OEM,1
243,밀리미터,1
242,미세공정,1
69,OS,1
238,문서,1
236,무게,1
235,목소리,1
234,모습,1
233,모바일,1
265,부자연,1
266,부진,1
267,부품,1
284,사이클,1
297,생산량,1
51,99만,1
294,생각,1
293,색상,1
52,9만,1
291,상승세,1
290,상승,1
54,AP,1
288,삼성디스플레이,1
55,ASML,1
286,산업,1
56,Anyoung,1
283,사용자,1
268,분기,1
58,CFO,1
281,사업장,1
60,EUV,1
61,GDDR5,1
278,사상,1
277,사람들,1
275,비용,1
273,블룸버그통신,1
63,GPU사업,1
271,블루투스,1
270,불편,1
269,분위기,1
625,휴대폰,1
