,키워드,빈도
29,송금,9
28,서비스,8
9,계좌,5
38,오픈,4
19,뱅킹,4
45,이용,3
55,페이,3
31,신세계,3
3,SSG,3
5,SSG페이,3
8,결제,2
53,추가,2
39,오픈뱅킹,2
34,연동,2
49,조회,2
10,계획,2
11,고객,2
13,금융,2
59,플랫폼사업부장,1
44,은행,1
40,완성도,1
41,요청,1
42,유통업,1
43,유통업계,1
61,확대,1
57,편의,1
60,화면,1
54,출금,1
46,이체,1
47,입력,1
48,제공,1
58,플랫폼,1
50,준비,1
51,지문인식,1
37,예정,1
56,편리,1
52,지속,1
0,21일,1
36,예약,1
20,별도,1
2,OTP,1
4,SSG머니,1
6,가능,1
7,거래내역,1
12,그룹,1
14,내역,1
15,다건,1
16,메인,1
17,메인화면,1
18,문준석,1
21,보안카드,1
35,연락처,1
22,본인인증,1
23,비밀,1
24,사업부장,1
25,사용,1
26,상대방,1
27,생활,1
30,순차적,1
1,5월,1
32,애플리케이션,1
33,업데이트,1
62,휴대전화,1
