,키워드,빈도
14,기관,5
19,매수,5
24,외국인,3
23,연속,3
25,종목,2
7,7,2
9,LG하우시스,2
10,개인,2
1,364주,2
16,동향,1
26,주체,1
22,순매도,1
21,상승,1
20,비중,1
18,매매동향,1
17,매매,1
0,31.6%,1
15,기준,1
13,기간,1
12,그래프,1
11,거래비중,1
8,964주,1
6,5%,1
5,5,1
4,40.9%,1
3,4.6,1
2,4.0,1
27,한경로보뉴스,1
