,키워드,빈도
889,삼성전자,155
882,삼성,101
454,공장,82
867,사장,70
1584,코로나19,61
743,반도체,41
338,가동,40
938,선물,38
1491,직원,36
1006,스마트폰,34
1736,화웨이,33
862,사업장,33
256,ETN,32
1746,확진,32
311,TV,30
918,생산,30
1145,연봉,29
821,부회장,28
1640,판정,26
1201,원유,25
1759,회장,25
659,러시아,25
1615,투자,24
1277,인버스,24
1215,유럽,24
980,손석희,24
280,LG전자,22
1442,중국,22
1445,중단,22
276,LG,22
254,ETF,22
524,급여,22
320,WTI,21
618,대비,21
1561,출장,20
1094,애플,20
858,사업,18
234,A씨,18
1060,실적,18
306,TDF,18
333,가격,18
305,SK하이닉스,17
1557,출시,17
1648,펀드,17
794,보수,17
290,OLED,16
628,대표,16
546,기흥,16
345,가전,16
1674,하락,16
8,03월,16
1041,신고,16
1639,판매량,16
364,감염증,16
513,글로벌,16
831,브라질,16
1028,시장,16
463,관계자,15
1243,이날,15
948,설명,14
872,사태,14
508,근무,14
769,배후,14
1420,조치,14
656,라인,13
1582,코로,13
1359,전자,13
1757,회사,13
1347,전망,13
1288,임직원,13
83,2018년,13
991,수요,13
304,SK,13
734,바이러스,13
791,보도,12
997,수준,12
1182,외국인,12
535,기업,12
378,갤럭시,12
1636,판매,12
1417,조주빈,12
329,ㄱ씨,12
1340,전년,12
897,상승,12
721,미국,12
848,사건,11
135,30일,11
498,규모,11
1313,자택,11
1641,패널,11
444,공개,11
420,경찰,11
669,루자,11
123,2억,11
326,jtbc,10
1017,시리즈,10
915,상황,10
850,사람,10
1050,신종,10
885,삼성디스플레이,10
1308,자신,10
1603,텔레그램,10
1585,코로나바이러스,10
1116,업체,10
1741,확산,10
1698,해외,10
1719,현지,10
1266,이재용,9
1275,인도,9
1286,임원,9
908,상장,9
674,마나우스,9
1519,차질,9
446,공급,9
471,구글,9
1408,조사,9
1385,정부,9
933,서비스,9
917,생각,9
1416,조정,9
539,기준,9
1697,해명,9
1157,영향,9
1112,업계,9
1476,지역,8
502,그룹,8
1743,확인,8
1449,중심,8
839,비상,8
842,비중,8
1372,점유,8
1361,전자업,8
497,귀국,8
1146,연봉킹,8
1739,확대,8
930,샤오미,8
1304,자리,8
357,감소,8
817,부진,8
1551,추종,7
528,기관,7
532,기사,7
600,다음달,7
541,기초지수,7
1564,출하량,7
1437,주장,7
1583,코로나,7
1598,탑재,7
1084,안전,7
398,검사,7
1617,투자자,7
1653,평균,7
1657,포인트,7
321,WTI원유,7
297,R&D,7
270,JTBC,7
266,Index,7
411,경영,7
246,Crude,7
689,매출,7
763,방역,7
905,상여금,7
1307,자산,7
1312,자체,7
66,1억,7
1404,제품,7
1289,임직원들,7
1167,예정,7
994,수익,7
789,보급,7
741,반대,7
1435,주식,7
1054,신한,7
103,25억,7
1154,영업,7
1747,확진자,6
1246,이달,6
1634,판단,6
1073,아이폰,6
337,가능성,6
940,선별,6
330,ㄴ씨,6
1207,위치,6
1659,포함,6
958,세계,6
1664,폴란드,6
1678,하향,6
1117,업황,6
1680,한국,6
1119,에어컨,6
1164,예상,6
1613,퇴직금,6
427,계획,6
893,상대,6
1290,입국,6
650,뒷조사,6
705,모바일,6
1493,진료소,6
577,내달,6
1518,차지,6
1419,조주빈씨,6
540,기지,6
1412,조씨,6
529,기록,6
788,보고서,6
1539,최대,6
819,부품,6
1380,정도,6
855,사실,6
494,권오현,6
474,구미,6
1319,장기,6
459,공휴일,6
1593,타격,6
1470,지난달,6
1602,테마,6
1100,약점,6
0,,6
65,1년,6
99,24일,6
164,46억,6
84,2019년,6
67,1월,6
1547,추락,5
408,경기,5
1652,평가,5
1428,주가,5
1005,스마트,5
953,성능,5
385,거래,5
426,계열사,5
101,25.68%,5
429,고동진,5
1082,악화,5
1422,종목,5
361,감염,5
434,고용,5
348,가족,5
1397,제외,5
96,23일,5
336,가능,5
1213,유가,5
921,생산라인,5
310,TR,5
1386,정상,5
836,비교,5
1710,헝가리,5
291,Oil,5
1722,협력,5
1630,파운드리,5
1238,의장,5
1236,의문,5
1566,취재,5
