,키워드,빈도
25,롯데,10
56,온라인,9
57,온라인몰,7
67,입점,6
50,신세계,6
93,현대,6
61,유통,5
39,상품,5
88,판매,4
45,수수료,3
26,롯데ON,3
53,오프라인,3
20,그룹,3
36,백화점,3
91,플랫폼,3
58,운영,3
98,회원,3
71,전략,3
85,통합,3
84,쿠팡,2
37,보유,2
35,매장,2
79,초점,2
48,시장,2
64,인몰,2
82,출범,2
42,소비자,2
73,접점,2
0,11번,2
86,파워,2
16,공룡,2
62,이마트몰,2
3,3900만,2
99,회원들,2
60,유입,2
9,SSG,2
12,계열사,2
17,구매,2
55,온라,2
22,닷컴,2
23,더현대닷컴,2
72,전자제품,1
66,입장,1
70,장보기,1
69,자사,1
68,자리,1
80,최다,1
74,제조사,1
90,패션,1
100,효과,1
97,확대,1
96,홈쇼핑,1
95,협력,1
94,현대백화점,1
92,한섬,1
89,패권,1
75,제휴,1
87,판단,1
83,카카오,1
81,추천,1
78,지적,1
77,지불,1
76,종료,1
65,인터파크,1
51,신세계그룹,1
63,이커머스,1
28,롯데마트,1
24,데이터,1
21,네이버,1
19,국민,1
18,구조,1
15,공략,1
14,고객,1
13,계열사별,1
11,계약,1
10,경쟁업체,1
8,75%,1
7,5월,1
6,4~6%,1
5,4~13%,1
4,3사,1
2,2017년,1
27,롯데그룹,1
29,롯데백화점,1
59,위메프,1
30,롯데쇼핑,1
54,오픈마켓,1
52,영향,1
1,1년,1
49,식품,1
47,시작,1
46,수준,1
44,쇼핑몰,1
43,쇼핑,1
41,서비스,1
40,상황,1
38,사업,1
34,맞춤,1
33,만큼,1
32,리바트,1
31,롯데하이마트,1
101,효과적,1
