,키워드,빈도
83,신세계,24
84,신세계디에프,19
136,출자,14
47,면세점,12
145,현물,10
139,코로나19,9
127,주식,6
63,사업자,5
10,2959억,5
111,임차,4
23,계열사,4
137,취득,4
20,결정,4
85,신세계면세점,4
143,현금,4
86,신세계백화점,3
11,3000억,3
116,자회사,3
77,시내점,3
59,본점,3
5,16~17층,3
24,계획,3
1,100%,3
44,매장,2
76,시내,2
43,매입,2
101,운영사,2
49,면세점업계,2
45,매출,2
80,신관,2
51,명동점,2
120,재무,2
57,보유,2
60,부담,2
112,임차료,2
100,운영,2
33,규모,2
36,기사,2
27,공시,2
148,확보,2
144,현금출자,2
99,완전,2
18,건전,2
26,공간,2
135,차원,2
28,관계자,2
134,직격탄,2
31,구원투수,2
132,지분,2
2,1000억,2
82,신민정,2
8,1959억,2
107,이강서,1
95,영업,1
109,이사회,1
108,이날,1
96,영업시간,1
98,예정일,1
97,예정,1
106,육박,1
105,유상증자,1
104,유럽,1
103,위치,1
102,위축,1
110,인건비,1
0,04월,1
123,전망,1
113,입출국객,1
129,즉각적,1
149,확산,1
147,확대,1
146,혜안,1
142,평가,1
141,투자,1
140,코로나바이러스,1
138,코로,1
133,지원,1
131,증권업,1
130,증가,1
128,중장기적,1
114,자가점포,1
126,주기적,1
125,정상,1
124,점포,1
93,어려움,1
122,재무부담,1
121,재무개선,1
119,장충동,1
118,장기화,1
117,장기,1
115,자본시장,1
94,연구원,1
75,수요,1
92,안팎,1
22,경쟁,1
42,마켓,1
41,롯데면세점,1
40,대상,1
39,단축,1
38,단기적,1
37,나이스,1
35,급감,1
34,그동안,1
32,구조,1
30,관점,1
29,관광,1
25,고정비,1
21,경영난,1
91,실적,1
19,게재,1
17,감염증,1
16,감소,1
15,shin,1
14,9시,1
13,8~12층,1
12,6시,1
9,1천억,1
7,1958억,1
6,17:01,1
4,12일,1
3,11시,1
46,면세,1
48,면세점업,1
50,명동,1
52,미국,1
90,신주,1
89,신종,1
88,신용도,1
87,신용,1
81,신라면세점,1
79,시차,1
78,시일,1
74,수석연구원,1
73,수석,1
72,손실,1
71,세계적,1
70,성장,1
69,설명,1
68,서울점,1
67,서울,1
66,사이트,1
65,사용,1
64,사업자들,1
62,사업,1
61,부동산,1
58,본관,1
56,변동,1
55,배경,1
54,방식,1
53,발행,1
150,확진자,1
