,키워드,빈도
38,부회장,11
9,감자,7
24,농가,5
55,이마트,5
34,못난이,5
74,해남,5
72,판매,5
23,구매,5
30,맛남,4
22,광장,4
16,결정,3
37,부탁,3
35,방송,3
27,대표,3
63,정용진,3
48,예고편,3
69,특별,2
11,강원,2
43,신세계,2
41,상품성,2
2,23일,2
4,30톤,2
6,SBS,2
7,SSG닷컴,2
39,사진,2
65,지원,2
18,고구마,2
49,온라인,1
50,옹심,1
51,왕고구마,1
52,요청,1
53,음식,1
54,이날,1
67,출하,1
66,차원,1
56,이틀,1
76,확인,1
64,제품,1
57,인스타그램,1
75,화제,1
70,특별전,1
58,재고량,1
68,키다리,1
60,전남,1
71,특별판매,1
61,전화,1
62,정도,1
73,폭락,1
59,전국,1
0,13일,1
47,엿새,1
46,억지,1
3,28일,1
5,450톤,1
8,가격,1
10,강릉편,1
12,강원도,1
13,개인,1
14,것들,1
15,결과,1
17,고객들,1
19,고심,1
20,공개,1
21,관계자,1
25,다음날,1
26,당황,1
28,더본코리아,1
29,도우미,1
31,매장,1
32,매진,1
33,모습,1
36,백종원,1
1,22일,1
40,상품,1
42,쇼핑몰,1
44,신세계그룹,1
45,아저씨,1
77,휴게소,1
