,키워드,빈도
2,CH,19
3,CJ,16
4,ENM,16
26,매니지먼트,14
11,계약,10
22,대행,10
39,업무,5
18,기간,5
76,합의,5
66,종료,5
43,용역,4
25,말씀,4
59,재직,4
67,주장,4
53,일방적,3
35,소속사,3
34,성장,3
27,멤버,3
77,활동,3
56,입장,3
78,회사,3
17,그룹,3
14,공식,3
10,결렬,3
21,대주주,2
9,강조,2
48,이슈,2
49,이해관계,2
52,인수인계,2
54,일체,2
55,임원,2
61,전속,2
42,요청,2
63,전원,2
65,조건,2
68,지원,2
69,책임감,2
70,추진,2
74,퇴사,2
6,PR,2
44,원활,2
50,인물,2
41,예정,2
37,아티스트,2
31,보유,2
32,본질,2
28,멤버들,2
16,권한,2
15,권리,2
36,심려,2
30,반영,2
1,8월,2
40,엔터테인먼트,2
72,탄생,1
73,통보,1
29,모습,1
24,마음고생,1
19,기획,1
75,프로그램,1
23,데뷔,1
5,Mnet,1
7,갈등,1
8,감사,1
71,클래스,1
60,전문,1
64,정상적,1
62,전속계약,1
13,공동,1
58,작성,1
57,입장문,1
33,사과,1
12,계획,1
51,인사,1
20,대립,1
38,안녕,1
47,위로,1
46,월드클래스,1
45,월드,1
0,7년,1
