,키워드,빈도
714,삼성,109
727,삼성전자,105
422,공장,99
749,생산,63
1027,인도,59
1153,중단,55
1143,준법,52
341,가동,47
827,스마트폰,46
851,시장,43
978,위원회,39
346,가전,36
1223,최대,35
296,LG전자,34
1388,홈페이지,33
325,TV,31
502,노이다,30
354,감시위,29
1099,정부,29
986,유럽,28
768,선물,27
1421,효율,27
434,구매,25
950,올림픽,24
402,계열사,24
1116,제품,23
1403,환급,23
1256,코로나19,23
337,가격,23
1373,현지,23
349,가전제품,22
622,미국,22
667,부회장,22
991,으뜸,21
294,LG,21
353,감시,21
275,ETN,21
1037,일본,20
1342,하락,19
393,경영,19
1384,혜택,19
132,23일,18
905,업체,18
1108,제보,17
1000,이날,17
858,신고,16
783,세탁기,16
963,운영,16
1304,판매,16
1095,점유,16
702,사업,16
975,위원,16
9,03월,15
1371,현대차,15
966,원유,15
703,사업장,14
1144,준법감시위,14
1001,이달,14
1327,푸네,14
893,애플,14
403,계획,13
261,AP,13
138,25일,13
1030,인버스,13
1351,할인,13
532,대상,13
547,도쿄,13
944,예정,13
330,WTI,12
395,경영진,12
957,요구,12
1013,이재용,12
1084,전자,12
1323,포인트,12
1230,추가,11
446,권고,11
603,모델,11
1106,제공,11
339,가능,11
971,위반,11
499,냉장고,10
452,규모,10
428,관계자,10
1192,차지,10
1150,중국,10
689,비용,10
1096,점유율,9
1126,조치,9
534,대응,9
373,갤럭시,9
1321,폐쇄,9
461,글로벌,9
1397,확산,9
1184,직원,9
746,상황,9
468,기간,9
994,의무,9
1111,제외,8
591,매장,8
813,수용,8
781,세계,8
1176,지역,8
977,위원장,8
735,상승,8
356,감염증,8
668,북미,8
922,연간,8
1259,코스피,8
708,사임,8
421,공식,7
482,기초지수,7
567,라인,7
288,Index,7
269,Crude,7
900,업계,7
533,대외,7
420,공매도,7
1288,투자,7
1306,판매망,7
418,공략,7
1130,종목,7
531,대비,7
1257,코로나바이러스,7
425,공표,7
1345,한국,7
580,마케팅,7
1042,일정,7
331,WTI원유,7
1324,포함,7
649,베스트바이,7
1053,자체,7
814,수익,7
643,방침,7
741,상장,7
777,설명,7
1394,확대,7
696,사과,7
1113,제조,7
1232,추종,7
416,공기청정기,6
1166,증권플러스,6
474,기아차,6
1212,첸나이,6
491,나무,6
473,기사,6
469,기관,6
472,기록,6
1347,한도,6
1146,준법경영,6
723,삼성물산,6
264,C-Biz봇,6
913,에어컨,6
954,외국인,6
25,10%,6
867,실시간,6
1408,활동,6
863,신종,6
980,위치,6
1254,코로,6
1404,환급금,6
289,Inverse,6
1025,인기,6
763,서비스,6
1134,주가,6
1236,출시,6
663,부동산,6
1360,행사,6
526,대국민,6
1221,최고,6
572,로봇,6
200,5G,6
340,가능성,6
631,반대,6
659,보호,6
93,18일,6
376,거래,6
1064,재택근무,6
1054,작성,6
709,사태,6
716,삼성SDI우,6
362,강화,5
304,Oil,5
366,개설,5
273,ETF,5
315,SDI,5
1264,퀄컴,5
324,TR,5
715,삼성SDI,5
383,게시,5
865,신탁,5
740,상위,5
760,생활가전,5
1008,이사회,5
808,수량,5
838,승계,5
850,시작,5
982,유가,5
856,시행,5
970,위기,5
726,삼성전기,5
962,우편,5
887,안전,5
960,요청,5
907,에너지,5
918,여파,5
