,키워드,빈도
19,CJ,22
24,OTT,21
21,ENM,14
23,JTBC,11
20,CJ제일제당,8
199,콘텐츠,7
147,외국인,6
107,설립,5
174,주주,5
192,출범,5
215,플랫폼,4
148,요리,4
144,온라인,4
63,더키친,4
88,법인,4
78,매수,4
98,사업부,4
100,상승,3
201,쿠킹,3
202,쿠킹클래스,3
91,본계약,3
38,계획,3
84,방송,3
167,제이콘텐트리,3
168,제일제당,3
172,주가,3
204,클래스,3
207,토종,3
183,진행,3
209,티빙,3
123,시장,3
109,세계,3
220,합작,3
135,업체,3
221,합작법인,3
208,통합,3
137,연속,3
166,제공,2
129,신청,2
124,시청,2
171,종목,2
71,라이브,2
72,랜선,2
118,스튜디오드래곤,2
164,저점,2
116,순매도,2
165,정기,2
160,인스타그램,2
158,이벤트,2
1,1,2
112,소비자들,2
145,온라인동영상서비스,2
103,서비스,2
150,웨이브,2
0,072주,2
177,증시,2
191,추첨,2
55,기준,2
227,활용,2
31,개인,2
185,참여,2
53,기관,2
40,고메,2
212,평가,2
52,기간,2
222,합작사,2
187,체결,2
188,총회,2
214,푸드,1
217,한경로보뉴스,1
143,옥수수,1
216,플레이어,1
146,왓챠플레이,1
213,포스트,1
141,예정,1
211,파워,1
210,티빙사업부문,1
206,탄생,1
149,우위,1
142,오리지널,1
184,집콕,1
218,함박,1
140,예능,1
219,함박스테이크,1
139,영향력,1
138,연합군,1
223,홈레스토랑,1
224,확보,1
136,역량,1
225,확산,1
134,업계,1
226,확정,1
133,언택트,1
132,아마존,1
131,실시간,1
205,키트,1
155,유튜브,1
151,위원회,1
152,유명,1
182,진입,1
181,지상파,1
180,지분,1
179,지난달,1
178,증자,1
176,중요,1
175,주체,1
173,주제,1
186,채널,1
189,최대,1
170,제품,1
169,제작사,1
190,추가,1
193,취득,1
194,츠사,1
195,코로나,1
196,코로나19,1
163,재료,1
162,자회사,1
161,인증샷,1
197,코스닥시장,1
159,이태원클라쓰,1
198,콘텐,1
200,콘텐츠사,1
157,이강원,1
156,의결,1
203,크림소스,1
154,유투버,1
153,유통,1
130,신청자,1
114,소속,1
128,신설,1
30,강세,1
33,거래,1
34,거래비중,1
35,거리,1
36,경쟁력,1
37,경쟁사들,1
39,고객,1
41,공개,1
42,공급,1
43,공식,1
44,공정,1
45,관계자,1
46,관심,1
47,교실,1
48,그래프,1
49,글로벌,1
50,급증,1
51,긍정적,1
54,기업,1
56,기획,1
57,긴장,1
58,꼬마,1
32,개최,1
29,각종,1
60,나스닥지수,1
28,가족,1
2,1.0,1
3,1.4,1
4,15.4%,1
5,20명,1
6,22일,1
7,23%,1
8,24일,1
9,27일,1
10,35.83%,1
11,3사,1
12,40%,1
13,42%,1
14,5,1
15,5%,1
16,632주,1
17,65.85%,1
18,70.2%,1
22,ENM-JTBC,1
25,SK텔레콤,1
26,cj.the.kitchen,1
27,www.instagram.com,1
59,꼬마돈카츠,1
61,넷플릭스,1
127,식문화,1
93,분사,1
95,블루칩,1
96,비대면,1
97,비중,1
99,사회,1
101,샐러드,1
102,서명,1
104,선두급,1
105,선물,1
106,선택,1
108,성숙기,1
110,션샤인,1
111,셰프,1
113,소비주,1
115,소통,1
117,스테이크,1
119,승인,1
120,시대,1
121,시일,1
122,시작,1
125,시청자,1
126,시청자들,1
94,분할,1
92,부부,1
62,대표,1
90,보유,1
64,도깨비,1
65,돈까스,1
66,동영,1
67,동영상,1
68,동향,1
69,드라마,1
70,등장,1
73,레시피,1
74,마지,1
75,만큼,1
76,매매,1
77,매매동향,1
79,메뉴,1
80,물적분할,1
81,미스터,1
82,반응,1
83,발휘,1
85,방식,1
86,버섯,1
87,번째,1
89,별도,1
228,히트작,1
