,키워드,빈도
260,주가,15
167,삼성전자,13
216,위기,12
315,하락,8
105,대비,8
84,글로벌,7
85,금융,7
275,증시,7
65,고점,6
132,미국,6
92,기업,6
77,국면,5
169,상승,5
236,자사,5
136,반등,5
125,매입,5
187,시장,5
107,대장,4
69,과거,4
300,코스피지수,4
172,상황,4
203,업종,3
311,폭락,3
206,역대,3
150,부도,3
159,사례,3
212,예상,3
86,금융위기,3
192,실적,3
124,매수,3
79,규모,3
161,사태,3
296,코로나19,3
102,달러,3
264,주식시장,3
263,주목,3
179,소각,3
281,지수,3
108,대장주,3
110,대표,3
302,투자,3
248,전략,2
126,메르스,2
76,국가,2
151,부실,2
149,부담,2
157,분할,2
67,공포,2
259,조언,2
148,보유,2
87,급등,2
252,전환,2
135,반도체,2
272,중후,2
271,중장기적,2
95,기회,2
238,장기,2
255,정책,2
106,대응,2
262,주도주,2
111,대표적,2
240,장대,2
89,기간,2
247,적극,2
328,현대중공업지주,2
208,연구원,2
48,가량,2
316,하락장,2
40,90%,2
17,230%,2
324,행렬,2
37,70%,2
34,5월,2
51,감염증,2
32,57.22%,2
322,해소,2
180,소강,2
30,55.05%,2
318,한국,2
28,4만,2
50,가치,2
27,45.70%,2
299,코스피,2
56,개인투자자들,2
337,회사,2
335,회복,2
295,카드사,2
190,신종,2
297,코로나바이러스,2
189,신용,2
205,엔씨소프트,1
207,연간,1
241,장세,1
243,재연,1
204,에너지,1
244,저가,1
242,재선,1
202,어깨,1
209,연쇄,1
210,연일,1
201,얘기,1
245,저소득,1
200,양상,1
225,이례적,1
235,자본력,1
239,장기적,1
220,유행,1
224,이달,1
223,이날,1
226,이벤트,1
222,의견,1
221,은행,1
227,이익,1
228,인수,1
229,인식,1
230,인터넷,1
231,일시적,1
219,유지,1
237,자사주,1
218,유가,1
217,위주,1
215,원대,1
214,요인,1
232,입증,1
233,자금력,1
213,외환,1
234,자기자본이익률,1
246,저신용자,1
211,연체율,1
0,108.51포인트,1
268,중동호흡기증후군,1
249,전망,1
319,한동안,1
298,코스닥,1
301,통화,1
303,투자자,1
304,트럼프,1
305,파급력,1
306,파산,1
307,판단,1
308,패닉,1
309,평가,1
310,포트폴리오,1
312,폭락장,1
313,프리미엄,1
314,플레이어,1
317,학습효과,1
320,한보철강,1
250,전문가들,1
321,한화솔루션,1
323,핵심,1
325,행정부,1
326,현대,1
327,현대자동차,1
329,현상,1
330,형성,1
331,호황,1
332,확대,1
333,확보,1
334,활용,1
336,회복세,1
338,횡보,1
339,효과적,1
294,카드,1
293,추천,1
292,추락,1
291,추가,1
251,전염병,1
253,절호,1
254,정부,1
256,제시,1
257,조선,1
258,조심,1
261,주도,1
265,주주,1
266,주주가치,1
267,중기,1
198,액면,1
269,중심,1
270,중앙은행,1
273,증권,1
274,증권업계,1
276,지난달,1
277,지난주,1
278,지배,1
279,지배적,1
280,지속,1
282,지위,1
283,진입,1
284,진작,1
285,진정,1
286,처방,1
287,철강,1
288,체결,1
289,촉발,1
290,최악,1
199,약세,1
170,상승폭,1
197,애플,1
57,건재,1
63,고도,1
62,경제,1
61,경쟁사,1
60,경기회복,1
59,경기침체,1
58,결국,1
55,개인,1
66,공조,1
54,개선폭,1
53,개막,1
52,강봉주,1
49,가전,1
47,가능성,1
46,SK하이닉스,1
64,고민,1
68,공포심리,1
44,ROE,1
81,극단적,1
93,기업들,1
91,기억,1
90,기아자동차,1
88,급등락,1
83,극약,1
82,극복,1
80,그동안,1
70,과시,1
78,국제통화기금,1
75,구제금융,1
74,교과서적,1
73,관점,1
72,관심,1
71,과열,1
45,SK이노베이션,1
43,LG카드,1
96,김용구,1
9,19일,1
15,2008년,1
14,2003년,1
13,2001년,1
12,2000선,1
11,20%,1
10,1년,1
8,1992년,1
18,30%,1
7,1990년,1
6,1897선,1
5,1800선,1
4,1566.15,1
3,1293억,1
2,1100선,1
16,2017년,1
19,3000억,1
42,IMF,1
31,56.52%,1
41,Fed,1
39,8거래일,1
38,75.79%,1
36,7.44%,1
35,6만,1
33,5785억,1
29,54.5%,1
20,304억,1
26,44.79%,1
25,44%,1
24,40%,1
23,3월,1
22,3년,1
21,36.36%,1
94,기축통화,1
97,낙폭,1
196,압축,1
162,살얼음판,1
1,10개월,1
168,상반기,1
166,삼성전기,1
165,삼성물산,1
164,삼성SDI,1
163,살포,1
160,사이,1
173,서브프라임,1
158,브랜드,1
156,분위기,1
155,분야,1
154,부진,1
153,부작용,1
152,부양,1
171,상태,1
174,선택,1
146,버블,1
185,시대,1
195,압도적,1
194,안팎,1
193,안정,1
191,신한금융그룹,1
188,시점,1
186,시도,1
184,스와프,1
175,성장,1
183,수준,1
182,수익률,1
181,수단,1
178,세계적,1
177,세계,1
176,성향,1
147,변동,1
145,밸류에이션,1
98,내수,1
113,도널드,1
119,리커버리,1
118,리스크,1
117,리세션,1
116,리먼브러더스,1
115,동원,1
114,도산,1
112,대형주,1
121,마감,1
109,대책,1
104,대기업들,1
103,대규모,1
101,단기적,1
100,단기,1
99,네이버,1
120,리포트,1
122,마무리,1
144,배당,1
137,반등때,1
143,방안,1
142,발생,1
141,발급,1
140,반영,1
139,반등폭,1
138,반등장,1
134,믿음,1
123,만회,1
133,미국발,1
131,무차별적,1
130,모면,1
129,모기,1
128,면모,1
127,메리츠종금증권,1
340,휴대폰,1
