,키워드,빈도
78,콘텐츠,9
82,티빙,9
6,CJ,6
7,ENM,6
9,JTBC,5
81,투자,4
13,OTT,4
88,합류,3
31,대표,3
10,JTBC스튜디오,3
63,오리지널,3
53,스튜디오,2
41,보유,2
62,예능,2
32,대한민국,2
47,서비스,2
2,3년,2
60,업무협약,1
55,스핀오프,1
71,제작,1
70,정종연,1
69,이태원,1
68,이용,1
67,의사생활,1
66,육성,1
72,제작비,1
65,유료,1
56,슬기,1
57,시작,1
58,실시간,1
64,온라인동영상서비스,1
59,양지을,1
61,여고추리,1
0,2023년,1
73,진행,1
74,차례,1
95,환경,1
94,확장,1
93,형태,1
92,형성,1
91,협업,1
90,합작법,1
89,합작,1
87,플랫폼,1
86,프리미엄,1
85,프로그램,1
84,포함,1
83,편리,1
80,클라쓰,1
79,크리에이터,1
77,출범,1
54,스튜디오드래곤,1
75,채널,1
76,체결,1
48,성공,1
52,스타,1
17,tvN,1
25,공개,1
24,계획,1
23,경쟁력,1
22,결합,1
21,겨냥,1
20,개인,1
19,강조,1
18,가입자,1
16,Z세대,1
51,수준,1
15,TV,1
14,PD,1
12,MZ세대,1
11,MOU,1
8,IP,1
5,6만,1
4,500만,1
3,4000억,1
26,공급,1
27,관계자,1
28,기획,1
29,네이버,1
50,숏폼,1
49,세계,1
1,35개,1
46,사업,1
45,사랑,1
44,불시착,1
43,부부,1
42,본격적,1
40,법인,1
39,발전,1
38,밀레니얼,1
37,물론,1
36,맞춤,1
35,마니아층,1
34,디지털,1
33,드라마,1
30,대탈출,1
96,활용,1
