,키워드,빈도
116,TV,110
386,삼성전자,93
86,LED,71
312,반도체,48
99,QLED,41
215,네오,35
304,미니,33
434,소자,32
384,삼성,32
461,스크린,27
661,제품,27
77,ETF,27
626,적용,24
765,크기,22
95,OLED,21
830,행사,20
474,시장,20
249,디스플레이,19
269,마이크,19
760,퀀텀,18
169,공개,18
853,화면,16
525,영상,16
203,기업,15
68,AI,15
255,라이프,15
462,스타일,15
778,투자,14
374,사용,14
413,설명,14
87,LG,14
332,백라이트,14
431,소비자,13
421,세계,13
860,환경,13
855,화질,12
85,LCD,12
736,출시,12
376,사운드,12
183,구성,12
722,최고,11
483,신제품,11
266,리모컨,11
253,디자인,11
856,확대,11
396,상품,11
162,계획,11
100,QNED,10
94,Neo,10
354,브랜드,10
498,업계,10
366,사람,10
133,강화,10
793,퍼스트,10
119,가격,9
70,CES,9
360,비스포크,9
771,탑재,9
262,로고,9
828,해상도,9
668,조절,9
283,메모리,9
784,티브이,9
193,글로벌,9
303,미국,9
104,SK하이닉스,8
402,생산,8
654,제공,8
805,포장재,8
89,LG전자,8
305,미래,8
562,이날,8
453,수준,8
809,프레임,8
124,가전,8
362,비전,8
379,사장,8
532,오디오,7
740,충전,7
62,8K,7
393,상장,7
385,삼성디스플레이,7
862,활용,7
401,생각,7
441,솔라셀,7
473,시작,7
257,라인업,7
825,한종희,7
534,온라인,7
375,사용자,7
132,강조,6
596,자막,6
121,가능,6
807,표현,6
864,회사,6
137,개선,6
141,개척,6
479,신경망,6
759,콘텐츠,6
794,퍼스트룩,6
723,최대,6
161,경험,6
40,40분,6
464,스피커,6
772,태양광,6
340,보호,6
372,사업부장,6
611,장비,6
459,스마트,6
508,업황,6
517,연결,6
83,KODEX,6
101,Quantum,6
735,출력,6
578,인치,6
811,프로세서,6
105,SMH,6
639,전자,5
7,100만,5
469,시대,5
205,기업들,5
23,1분기,5
588,입력,5
449,수요,5
44,4K,5
412,선택,5
708,차세대,5
435,소재,5
769,탄소,5
445,수명,5
363,비중,5
486,실내조명,5
168,공간,5
529,예상,5
107,SOXX,5
256,라이프스타일,5
672,종목,5
330,배치,5
231,대비,5
818,학습,5
447,수수료,5
424,세로,5
819,한국,5
317,반영,5
214,냉장고,5
677,주기,4
178,관계자,4
282,매트릭스,4
452,수익률,4
456,순차적,4
448,수어,4
457,순환,4
229,달러,4
325,배당,4
357,블랙,4
226,단위,4
359,비교,4
223,다중,4
275,마케팅,4
222,다이오드,4
712,차지,4
650,정책,4
277,말씀,4
658,제작,4
764,큐엘이디,4
318,발광,4
669,조정,4
702,진행,4
350,분배금,4
260,레이어,4
394,상태,4
400,색상,4
323,방침,4
254,디테일,4
287,명칭,4
622,저감,4
531,예정,4
74,D램,4
88,LG디스플레이,4
26,2021년,4
142,개최,4
833,혁신,4
526,영상디스플레이사업부장,4
112,TIGER,4
567,이야기,4
147,건전지,4
835,현금,4
149,게임,4
790,패키지,4
53,6일,4
96,PC,4
39,4096단계,4
551,위치,4
553,유기발광다이오드,4
165,고정가,4
582,인피니티,4
865,획기적,4
783,특징,4
572,인공지능,4
504,업스케일링,4
561,의미,4
314,반등,3
737,출원,3
684,중국,3
242,동시,3
564,이동,3
244,동작,3
506,업체,3
14,12비트,3
707,차별화,3
411,선명,3
817,하이닉스,3
511,에코,3
693,지능,3
399,상황,3
683,중간,3
585,일반인,3
286,명암비,3
