,키워드,빈도
4,SK하이닉스,7
24,매각,7
86,투자자,6
59,인수,5
76,참여,4
83,크레디언,3
3,PEF,3
31,반도체,3
88,파운드리,3
51,알케미스트,2
60,인수전,2
62,자금,2
41,생산,2
70,주관사,2
33,법정관리,2
29,미국,2
96,후순위,2
55,업계,2
94,회사,2
85,투자,2
6,가격,2
7,가능성,2
58,이달,1
57,은행,1
56,예상,1
61,일정,1
95,회수,1
63,재매각,1
64,전망,1
93,헤지펀드,1
65,전문,1
66,전문가,1
67,제시,1
68,조달,1
69,졸업,1
84,크레디언파트너스,1
71,주도,1
77,챕터11,1
82,컨소시엄,1
81,캐피털,1
80,출자전환,1
79,추후,1
78,체결,1
87,특수목적법인,1
54,애비뉴캐피털,1
91,한국,1
75,직상장,1
74,증시,1
89,파운드리사업부,1
73,주식,1
90,하이닉스반도체,1
72,주문,1
92,한동안,1
0,4000억,1
53,애비뉴,1
15,규모,1
23,막바지,1
22,마무리,1
21,뉴욕증시,1
20,눈높이,1
19,기관투자가들,1
18,기관,1
17,기간,1
16,급물살,1
14,교체,1
26,매그나칩반도체,1
13,공동,1
12,계약,1
11,경영권,1
10,거래금액,1
9,거래,1
8,감안,1
5,SPC,1
2,JP모간,1
25,매각자,1
27,매매,1
52,알케미스트캐피탈파트너스코리아,1
42,선순위,1
50,실패,1
49,신청,1
1,IB,1
47,수탁생산,1
46,세계,1
45,설립,1
44,설계회사,1
43,선정,1
40,사업부문,1
28,모체,1
39,사업부,1
38,사업,1
37,사실상,1
36,사모,1
35,부채,1
34,부실채권,1
32,법원,1
30,바클레이즈,1
48,신생,1
