,키워드,빈도
32,반도체,7
44,용인,4
38,생산,3
74,투자,3
73,클러스터,3
6,SK,3
16,공장,2
33,방문,2
52,이재명,2
28,독립,2
59,조성,2
60,준공,2
62,지사,2
65,지원,2
61,중요,2
13,경기,2
67,차원,2
69,최선,2
75,하이닉스,2
14,경기도,2
66,차세대,1
71,추진,1
45,용인일반산업단지,1
46,우리나라,1
47,원삼면,1
76,활성,1
48,위기,1
49,의미,1
50,이날,1
51,이달,1
72,출발점,1
54,이천시,1
53,이천,1
70,최태원,1
55,일본,1
56,일원,1
57,일자리,1
58,장비,1
68,처인구,1
43,외곽,1
63,지역,1
64,지역경제,1
0,122조,1
39,생산기지,1
42,신속,1
10,강조,1
19,규제,1
18,국산화,1
17,구축,1
15,경제적,1
12,결정,1
11,결단,1
9,Violet,1
41,수출,1
8,Ultra,1
7,SK하이닉스,1
5,M16,1
4,Extreme,1
3,EUV,1
2,416만,1
20,그룹,1
21,극자외선,1
22,기술독립,1
23,기지,1
24,기회,1
25,노광,1
26,단지,1
27,도움,1
29,라인,1
30,메모리,1
31,박차,1
34,부여,1
35,사업,1
36,산업,1
37,상징,1
1,3조,1
40,생산라인,1
77,회장,1
