,키워드,빈도
507,회사,58
340,이직,16
428,채용,14
350,인터뷰,13
74,경험,13
230,삼성전자,12
215,사람,11
175,면접,10
273,스타트업,10
154,도움,9
365,자신,9
409,지원,9
237,생각,9
416,직무,8
245,설명,8
303,역량,7
32,Fit,7
394,조직,7
192,반도체,7
204,본인,7
118,기업,6
221,사업장,6
423,질문,6
418,직원,6
231,상대방,6
250,성장,6
266,수입,6
339,이야기,5
99,구미,5
112,글로벌,5
305,연결,5
201,변화,5
166,마스크,5
427,참조,5
71,경력직,5
234,상황,5
136,노력,4
134,네트워크,4
270,숫자,4
419,직장,4
282,신규,4
217,사례,4
75,계약,4
106,규모,4
280,시장,4
444,커리어,4
435,최대,4
216,사람들,4
284,실력,4
393,조언,4
206,부직포,4
227,삼성,4
383,정도,4
497,홈페이지,4
144,대기업,4
489,해외,4
402,중요,4
248,성과,4
460,페이스북,4
348,인재,3
398,주도적,3
220,사업부,3
207,분들,3
333,은행,3
412,지원자,3
362,자격,3
379,절차,3
420,진짜,3
185,미국,3
184,문화,3
180,모집,3
392,조달청,3
160,런칭,3
126,기획,3
240,서비스,3
238,생산,3
172,말씀,3
437,추구,3
24,7번,3
53,가치,3
17,53t,3
40,MB,3
279,시작,3
54,간판,3
70,경력자,3
297,업계,3
502,확진,3
503,확진자,3
67,경력,3
299,업체,3
464,폐쇄,3
481,필터,3
508,회사들,3
50,가능,3
4,2.5,3
49,가늠,3
486,한국,3
354,일자리,2
164,리포트,2
37,JD,2
242,설계,2
396,조치,2
289,실제,2
352,일반적,2
244,설득,2
246,성공,2
169,마케팅,2
408,지역,2
150,대표,2
149,대체,2
459,판정,2
326,운영,2
479,피력,2
33,IR,2
276,스포츠,2
321,요구,2
197,배송,2
312,영향,2
219,사업,2
212,비전,2
314,예정,2
304,역할,2
372,적합,2
506,활용,2
302,역대,2
225,산업,2
377,전형,2
196,방식,2
490,핵심,2
501,확인,2
229,삼성물산,2
384,정부,2
359,입장,2
186,미션,2
181,무선,2
478,피드백,2
179,모바일,2
389,제조,2
294,애널리스트,2
413,지원자들,2
42,SNS,2
62,것들,2
443,카테고리,2
116,기간,2
343,인사,2
433,초점,2
140,단축,2
63,결과,2
467,포지션,2
65,결정,2
439,출신,2
441,취재,2
102,구체적,2
68,경력사원,2
469,폴인,2
445,코로,2
337,이름,2
94,관점,2
93,관여,2
90,관계자,2
452,탈락,2
272,스타일,2
82,공개,2
457,파악,2
275,스펙,2
345,인상,2
405,지난달,2
55,감염증,2
429,철학,2
131,나열,2
471,폴인스토리,2
124,기준,2
129,까닭,2
422,진행,2
252,성향,2
470,폴인멤버십,2
138,단계,2
472,폴인인사이트,2
475,프로젝트,2
52,가지,2
335,의사,1
349,인정,1
361,자가격리,1
336,의심,1
355,일잘러,1
334,의도,1
360,입주,1
330,유용,1
351,일당,1
363,자동차,1
364,자동화,1
331,유지,1
332,유통,1
313,예전,1
328,웹사이트,1
315,오퍼레이션,1
338,이슈,1
357,임원,1
344,인사이트,1
322,요소,1
323,요즘,1
320,외국어,1
329,위축,1
319,외국계,1
356,일치,1
342,인간,1
341,이직론,1
316,온양사업장,1
346,인수,1
318,외국,1
358,입사,1
347,인식,1
317,옷차림,1
324,우리나라,1
353,일어,1
325,우수,1
327,원자재,1
0,1.,1
366,자신들,1
461,평균,1
477,피곤,1
476,프리미엄,1
474,품질,1
473,표현,1
468,포함,1
466,포인트,1
465,포기,1
463,평택,1
462,평생,1
458,파운드리,1
367,자포스,1
456,투자,1
455,통신,1
454,통과,1
453,토스,1
451,타임,1
450,클라이언트,1
449,코트라,1
448,코로나바이러스,1
447,코로나19,1
480,핀테크,1
482,학교,1
483,학위,1
484,한경닷컴,1
513,후략,1
512,후광,1
511,효율적,1
510,효과,1
509,획득,1
505,환경,1
504,확진환자,1
500,확보,1
499,화성,1
498,화상,1
496,혜택,1
495,협력,1
494,현실,1
493,혁신,1
492,헤어스타일,1
491,핵심고리,1
488,해결,1
487,한시적,1
485,한계,1
446,코로나,1
442,카카오,1
440,출입,1
399,중견,1
395,조직관리,1
391,제품,1
390,제조업체,1
388,제안,1
387,제공,1
386,정의,1
385,정상,1
382,정글짐,1
381,접촉,1
380,접수,1
378,전화,1
376,전반,1
375,전문가,1
374,전략,1
373,적합도,1
371,적응,1
370,적용,1
369,장기간,1
368,작용,1
397,종전,1
400,중공업,1
438,추천,1
401,중소,1
436,최종,1
434,최고,1
432,초기,1
431,초격차,1
430,체계적,1
426,참고,1
425,차례,1
424,집중,1
421,진출,1
417,직무기술서,1
415,지향점,1
414,지향적,1
411,지원서,1
410,지원동기,1
407,지식플랫폼,1
406,지도,1
310,영업,1
404,증권사,1
403,중점적,1
311,영역,1
257,셰릴,1
309,영어,1
88,공정,1
103,구축,1
101,구조,1
100,구미2사업장,1
98,구글,1
97,교차점,1
96,교육,1
95,관찰,1
92,관심,1
91,관리,1
89,공통점,1
87,공장,1
105,규격,1
86,공유,1
85,공석,1
84,공고,1
83,공격,1
81,고용,1
80,고민,1
79,고리,1
78,고객,1
77,계획,1
76,계열,1
104,군대,1
107,그동안,1
308,영양가,1
123,기저,1
141,달리기,1
139,단계별,1
137,능력,1
135,넷플릭스,1
133,냉정,1
132,남들,1
130,나머지,1
128,김나이,1
127,기흥,1
125,기회,1
122,기여도,1
108,극복,1
121,기여,1
120,기업문화,1
119,기업들,1
117,기본,1
115,급증,1
114,금융,1
113,금상첨화,1
111,근본적,1
110,근무,1
109,근거,1
73,경제,1
72,경쟁력,1
69,경력이직,1
14,40분,1
26,AP,1
25,9년,1
23,7단계,1
22,7년,1
21,70%,1
20,6월,1
19,5일,1
18,5년,1
16,5300만,1
15,40일,1
13,4.,1
66,경기도,1
12,30%,1
11,3.,1
10,2년,1
9,28종,1
8,20일,1
7,20분,1
6,20번,1
5,20대,1
3,2.,1
2,1시간,1
27,COO,1
28,Career,1
29,DS,1
30,Description,1
64,결국,1
61,건강검진,1
60,객관적,1
59,개인적,1
58,개인,1
57,개선,1
56,강점화,1
51,가입,1
48,民官,1
47,skill,1
46,operating,1
45,officer,1
44,chief,1
43,WeWork,1
41,Relations,1
39,KOTRA,1
38,Job,1
36,J.P.Morgan,1
35,Investor,1
34,IT시스템,1
31,Exact,1
142,당락,1
143,당장,1
145,대면,1
254,세일즈,1
264,수요,1
263,수시,1
262,수개월,1
261,솔루션,1
260,소통,1
259,소자,1
258,소셜커머스,1
1,10년,1
256,섹션,1
255,세팅,1
253,세대,1
226,산업통상자원부,1
251,성취,1
249,성사,1
247,성공적,1
243,설계법,1
241,선호,1
239,서류,1
236,샘플,1
235,샌드버그,1
233,상장회사,1
232,상대적,1
265,수익,1
267,수준,1
268,수평적,1
269,순차적,1
307,연합작전,1
306,연결고리,1
301,여부,1
300,엑셀러레이터,1
298,업무,1
296,어필,1
295,얘기,1
293,알고리즘,1
292,아이디어,1
291,아웃도어,1
