,키워드,빈도
80,엔씨,15
8,CJ,15
9,ENM,14
58,사업,11
135,콘텐츠,10
83,엔터테인먼트,10
142,플랫폼,6
65,설립,5
94,유니버스,4
145,합작,4
51,법인,4
63,서비스,4
7,AI,4
127,출시,3
81,엔씨소프트,3
31,계획,3
37,글로벌,3
40,노하우,3
79,업계,3
44,디지털,3
119,진출,3
54,분야,3
86,연내,3
110,제공,3
22,강다니엘,2
6,5일,2
122,참여,2
123,첨단,2
68,스타,2
153,활용,2
56,비즈니스,2
148,협력,2
35,구체적,2
71,시장,2
62,산업,2
13,K팝,2
74,아이즈원,2
114,중요성,2
100,인공지능,2
99,이해관계,2
146,합작법인,2
85,역량,2
96,음악,2
151,확보,2
109,정보기술,1
108,정보,1
0,100만,1
107,접목,1
106,전망,1
105,전략,1
104,전개,1
103,재산,1
102,장기화,1
111,조언,1
98,이선,1
97,음악사업부장,1
95,음성,1
93,우주소녀,1
101,인물,1
121,차세대,1
112,종합,1
133,콘서트,1
152,확장,1
150,확대,1
149,화보,1
147,핵심,1
144,합성,1
143,필요성,1
141,페이지,1
140,팬미팅,1
139,팬덤,1
138,트렌드,1
137,투자,1
136,테크놀로지,1
134,콘서트들,1
132,코로나바이러스,1
113,중순,1
131,코로나19,1
130,케이콘택트,1
129,카메라,1
128,치열,1
126,추진,1
125,촬영,1
124,체결,1
91,오프라인,1
120,진행,1
118,지식재산,1
117,지식,1
116,증권사,1
115,즉석,1
92,온라인,1
77,양해각서,1
90,예정,1
21,감염증,1
38,금융,1
36,그래픽,1
34,구상,1
33,관계자,1
32,공개,1
30,경험,1
29,경쟁력,1
28,결합,1
27,결정,1
26,게임업,1
25,게임사,1
24,개최,1
23,개발력,1
20,가상,1
41,다수,1
19,가능성,1
18,UNIVERSE,1
17,TACT,1
16,PAIGE,1
15,MOU,1
14,MAMA,1
12,KCON,1
11,KB증권,1
10,IP,1
5,3차원,1
4,3월,1
3,3D,1
2,1분기,1
39,년간,1
42,더보이즈,1
89,예약자,1
66,소통,1
88,예약,1
87,영역,1
84,엠넷,1
82,엔터,1
78,어워즈,1
1,186개국,1
76,야구,1
75,아티스트,1
73,아시안,1
72,신종,1
70,시도,1
69,스포츠,1
67,스캐닝,1
64,선도,1
43,도모,1
61,사전,1
60,사운드,1
59,사업부장,1
57,사물,1
55,비대면,1
53,본부,1
52,보유,1
50,방향,1
49,뮤직비디오,1
48,뮤직,1
47,몬스타엑스,1
46,모바일,1
45,모델,1
154,회사,1
