,키워드,빈도
77,부장,23
10,CJ,22
71,복귀,12
43,그룹,9
47,글로벌,8
145,제일제당,8
108,업무,7
184,회장,6
121,이선호,6
122,이씨,6
123,이재현,6
79,비즈니스,6
135,장남,6
156,지분,5
105,씨제이제일제당,5
70,보유,4
167,출근,4
63,밀반입,4
57,마약,4
180,혐의,4
183,회사,4
134,작업,3
115,올리브영,3
118,유예,3
67,발령,3
3,2.75%,3
48,글로벌비즈니스,3
111,역할,3
140,전략,3
41,구속기소,3
120,이날,3
36,관계자,3
172,항소심,3
163,징역,3
88,선고,3
162,집행,3
60,매각,3
92,승계,3
124,인사,2
96,식품,2
62,미국,2
128,일선,2
65,바이오사업팀,2
66,발굴,2
129,입사,2
68,배제,2
69,변종,2
87,상속,2
131,자리,2
84,사업,2
73,본인,2
74,부사장,2
119,이경후,2
132,자숙,2
76,부서,2
100,실행,2
103,씨제이그룹,2
102,씨제이,2
90,수립,2
0,17.97%,2
144,정직,2
40,구속,2
11,CJ그룹,2
13,CJ제일제당,2
173,해외,2
24,개월,2
164,처분,2
31,계획,2
160,진행,2
32,고민,2
54,대금,2
55,대마,2
175,핵심,1
169,탄력,1
170,투자은행,1
127,일가,1
126,인천공항,1
125,인사위원회,1
171,펀드,1
142,전망,1
174,해외시장,1
176,허영,1
130,자금,1
177,허희수,1
178,헬스&뷰티,1
146,제품,1
179,현지,1
181,확장,1
182,활용,1
185,흡연,1
117,위원회,1
168,컬럼비아대,1
151,주주,1
152,중단,1
166,최대,1
141,전략제품,1
153,증설,1
154,증여세,1
155,지배력,1
150,주식매매계약,1
157,지분율,1
139,적발,1
158,직원,1
138,재판,1
137,재원,1
136,장녀,1
159,직전,1
149,주무,1
161,집중,1
133,자숙기간,1
143,정기인사,1
148,졸업,1
147,조직,1
165,총수,1
116,외부,1
93,승진,1
114,예상,1
33,공개,1
25,개월만,1
26,개편,1
27,겨냥,1
28,경영,1
29,경제학,1
30,계약,1
34,공부,1
22,가능성,1
35,공장,1
37,관심,1
38,관측,1
39,구도,1
42,그동안,1
44,그룹사,1
23,가속화,1
21,SPC,1
46,글랜우드프라이빗에쿼티,1
9,6.91%,1
2,1조,1
4,24%,1
5,31,1
6,4000억,1
7,4개월,1
8,55.01%,1
12,CJ올리브영,1
20,SPA,1
14,CJ주식회사,1
15,ENM,1
16,H&B,1
17,IB,1
18,IPO,1
19,PE,1
45,근무,1
49,금융,1
113,영구,1
99,신설,1
91,스토어,1
1,1년,1
94,시선,1
95,시장,1
97,식품기획전략1담당,1
98,식품전략기획1부장,1
101,씨제,1
86,상무,1
104,씨제이올리브영,1
106,아들,1
107,업계,1
109,에스피씨,1
110,역량,1
112,연말,1
89,성공,1
85,상견례,1
50,금융경제학과,1
61,매출,1
51,기소,1
52,기업,1
53,기획,1
56,대우,1
58,마케팅,1
59,만두,1
64,밀수,1
83,사실,1
72,복직,1
75,부사장대우,1
78,부장급,1
80,사건,1
81,사내,1
82,사모,1
186,흥행몰이,1
