,키워드,빈도
117,리턴업,19
33,CJ,17
53,건강,15
294,투썸플레이스,14
152,브랜드,12
229,이벤트,10
171,성유리,8
189,식품,8
256,제일제당,7
187,시장,7
77,구매,6
275,진행,5
286,커피,5
123,매출,5
268,지속적,5
85,기념,5
252,점포,5
248,전문점,5
125,모델,5
257,제품,5
160,사업,5
147,부담,4
39,Returnup,4
262,증가,4
62,경품,4
119,마켓,4
135,발탁,4
68,고객,4
172,성장,4
284,캠페인,4
295,투자,4
115,론칭,4
296,특가,4
80,규모,3
316,확장,3
84,기간,3
228,이미지,3
116,루테인,3
225,유지,3
37,CJ푸드빌,3
216,예정,3
230,이익,3
255,제공,3
61,경쟁력,3
311,행사,2
191,신용,2
75,관계자,2
79,구조,2
309,한국신용평가,2
70,공격적,2
190,신규,2
122,매장,2
87,기사,2
88,기초,2
186,시작,2
314,확대,2
250,전환기,2
94,다이어트,2
179,수익,2
114,런칭,2
97,단독,2
247,전문,2
223,유동,2
234,일상생활,2
100,대상,2
226,의견,2
126,모습,2
197,심화,2
168,선정,2
144,변동,2
210,영양,2
42,가맹점,2
158,사랑,2
157,비타민,2
204,여력,2
207,연간,2
279,체험,2
34,CJ그룹,2
195,실적,2
305,핑클,2
289,코로나19,2
38,PEF,2
41,가능,2
273,직영점,2
60,경쟁,2
198,아이시안,2
165,생애,2
65,계열사,2
146,부각,2
199,안팎,2
149,분들,2
231,인기,1
201,약화,1
227,의미,1
203,에이징,1
196,심리,1
224,유상증자,1
200,약속,1
188,시절,1
202,얼굴,1
206,여파,1
222,위험,1
219,원가,1
214,영위,1
215,예능,1
192,신용도,1
217,오메,1
218,외형,1
211,영업이익,1
193,신종,1
205,여부,1
194,실속,1
209,연구원,1
208,연계,1
220,원부자재,1
221,위축,1
212,영업이익률,1
213,영업현금,1
251,전후방,1
232,인상,1
277,창출,1
280,체험킷,1
281,최저,1
282,추진,1
283,출신,1
285,캡슐커피,1
287,커피로스팅,1
288,케어,1
290,코로나바이러스,1
291,탄력적,1
292,터닝,1
293,테마,1
297,판단,1
298,판매,1
299,평가,1
300,포인트,1
301,포트폴리오,1
302,푸드빌,1
303,퓨리,1
304,피부,1
306,하락세,1
307,한계,1
308,한국신용평,1
310,해결책,1
312,현금성자산,1
313,혜안,1
315,확산,1
317,활동,1
318,활력,1
319,후광,1
278,청정기,1
276,차별성,1
233,인지도,1
274,진입,1
235,일시적,1
236,일정,1
237,임금,1
238,임차료,1
239,자금,1
240,자기관리,1
241,자릿수,1
242,자본시장,1
243,작품,1
244,장벽,1
245,전년,1
246,전망,1
249,전속,1
184,시너지,1
253,정도,1
254,제3자,1
258,주스,1
259,준비,1
260,중국,1
261,중요성,1
263,증가세,1
264,증권업,1
265,증권업계,1
266,증설,1
267,지분,1
269,지아잔틴,1
270,지아잔틴40,1
271,지원,1
272,지출,1
185,시선,1
0,04월,1
183,스토어,1
50,감염증,1
57,게재,1
56,걸림돌,1
55,건기식,1
54,건강관리,1
52,개선,1
51,강화,1
49,감안,1
182,스타벅스,1
48,감수,1
47,감성,1
46,가치,1
45,가수,1
44,가변,1
43,가맹점주,1
58,결과,1
59,결정,1
63,경험,1
64,계열,1
66,계열사들,1
67,계획,1
69,고객들,1
71,공기,1
72,공식,1
73,공장,1
74,과일,1
76,관리,1
78,구매고객,1
81,그룹,1
82,금액,1
83,급감,1
86,기능식품,1
40,가격,1
36,CJ몰,1
35,CJ리턴업,1
16,2개월,1
2,10명,1
3,11~12%,1
4,12:06,1
5,1400억,1
6,18.7%,1
7,1년,1
8,200억,1
9,2012년,1
10,2016년,1
11,2018년,1
12,20년,1
13,20일,1
14,23일,1
15,26일,1
17,2위,1
32,Basic,1
18,300여개,1
19,326억,1
20,3289억,1
21,387억,1
22,3만,1
23,3배,1
24,40세,1
25,5만,1
26,5명,1
27,752억,1
28,7만,1
29,94%,1
30,A2,1
31,A3,1
89,기회,1
90,김수강,1
91,나이,1
161,사용,1
140,배당,1
141,배우,1
142,배정,1
143,변경,1
145,본격적,1
148,부여,1
150,분산,1
151,분할,1
153,비례,1
154,비용,1
155,비율,1
156,비중,1
159,사모펀드,1
1,1000여개,1
162,사이트,1
138,방침,1
163,상태,1
164,상황,1
166,생애전환기,1
167,서비스,1
169,선착순,1
170,설립,1
173,성장가,1
174,성장성,1
175,성장세,1
176,소독,1
177,소비,1
178,소비자,1
180,수직,1
181,스마트,1
139,배경,1
137,발효플러스,1
92,내수,1
110,독립,1
93,노르웨이,1
95,단계,1
96,단기,1
98,단일,1
99,대비,1
101,대응,1
102,대주주,1
103,대중들,1
104,대체,1
105,더마켓,1
106,덕분,1
107,데뷔,1
108,도래,1
109,도움,1
111,등급,1
136,발효,1
112,등장,1
113,디저트,1
118,마케팅,1
120,맞춤,1
121,매각,1
124,메뉴,1
127,물류,1
128,물적,1
129,물티슈,1
130,미니,1
131,미지수,1
132,미흡,1
133,반응,1
134,발생,1
320,희망,1
